Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Tree Search,Parallel MCTS,One,Normal,21,262718,24,N26 N11 G S15 N07 G S39 N09 G S30 N24 G N23 S27 G N25 N23+ G S04 S11 G,N20 N06 N07 N08 N23 N24 N25 N26 S36 S37 S38 S39 S20,
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,21,283638,55,S25 N04 G N23 S01 G S26 S04 G S33 S13 G S15 S17 G S10 S36 G N07 N10 G,,N16 N04 N03 N02 N10 N09 N25 N24 S34 S35 S17 S16
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,22,290567,53,N36 N38 G N04 S10 G N33 N12 G S15 N22 G S30 S29 G S35 S30+ G S29 S12 G N28,,S28 N38 N39 N20 N19 N05 N04 N03 N13 N12 N29 N28
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,27,282165,36,N38 N04 G S24 N34 G S22 N36 G S06 N17 G S39 N16+ G N18 S27 G S35 S26+ G S18 N37 G N35 N37 G,,N07 N01 N05 N19 N18 N37 N36 S26 S25 S09 S08 S07
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,25,260111,8,N13 N16 G N20 S15 G N07 N02 G S10 S01 G S21 N30 G S25 N34 G N22 S04 G S04 S03 G S02,N07 N08 N23 N22 S32 S31 S14 S13 S03 S02 S01 S07,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,21,279591,37,S28 N34 G S02 N11 G S34 S14 G N39 N18 G S09 S25 G N03 S06 G S09 S08 G,,N15 N33 N34 S24 S23 S08 S07 S01 S02 S03 S13 S14 S15
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,19,272218,2,N08 S16 G N32 S30 G S02 N05 G S06 S14 G S10 S33 G S07 N21 G S12,N10 N09 N08 N07 N06 N21 N40 S30 S29 S12 S11 S10,
Parallel MCTS Beeline,Monte Carlo Beeline 3,One,Normal,19,222578,58,S31 S02 G N38 N39 G S18 S20 G N35 S04 G S38 N38 G N30 N18 G N19,N18 N19 N20 N39 N40 S30 S31 S14 S15 S16 S17 S18,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,31,331514,0,N07 S20 G N20 N19 G S29 S26 G S33 S32 G S09 N15 G S02 N34 G S10 S23 G S11 S16 G N13 N03 G S33+ S32+ G S24,S24 N34 N35 N17 N16 N04 N05 N01 N07 N08 N23 N24,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,27,341640,16,N19 N31 G S07 S13 G S14 S31 G S12 S11 G S05 N02 G N03 N13 G N13 N10 G N13 N09 G N09 N35 G,N17 N18 N37 N38 S28 S29 S12 S13 S03 S04 S16 S17,
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,19,178335,43,S33 S18 G N09 N07 G N03 N22 G N20 N24 G S10 S13 G N15 N14 G N08,N14 N13 N03 N02 N01 N07 N08 N23 N24 S34 S33 S15 S14,
