Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,24,235199,4,N10 N03 G N27 N14 G N29 N08 G N33 N17 G S17 S18 G S19 S01 G S23 N19 G N07+ N15 G,,N19 N05 N01 N07 N08 N23 N24 N25 N26 S36 S37 S18 S19
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,28,285573,4,N10 S06 G S26 N37 G S37 N27 G N29 S09 G S23 S11 G S02 S10 G S10+ S02 G S05 S12 G S12+ N35 G S11,,N11 N27 N28 S38 S39 S20 S19 S05 S01 S02 S10 S11
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,31,299159,9,N03 N13 G S25 N03+ G N22 N16 G S03 S10 G S28 S12 G S11 N14 G N14+ N13 G N13 N27 G S27 S16 G N39 S27+ G N39,S28 N38 N39 N20 N19 N05 N01 N02 N10 N11 N27 N28,
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,19,286165,76,S13 S19 G N28 S25 G N02 N34 G S08 N24 G S33 N09 G N25 S26+ G S24,S24 S25 S26 S27 S11 S12 S13 S14 S15 S33 S34 N24,
Monte Carlo Beeline 3,Parallel MCTS,One,Normal,18,249059,4,N10 S06 G N05 S22 G N14 S34 G S12 S08 G S28 N13 G N29 N13 G,N08 N09 N10 N02 N03 N13 N14 N31 N32 S22 S23 S08,
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,25,259200,64,S19 S01 G N31 S08 G N25 S37 G N35 N28 G N37 S40 G S11 S39 G S39+ S07 G S26 S21 G S22,N08 N09 N10 N11 N27 N28 S38 S39 S20 S06 S21 S22 S23 S08,
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,21,313877,30,N29 S16 G S26 N08 G S15 N31 G S02 N21 G N09+ N11 G S39 S10 G S29 S10 G,,N35 N36 S26 S27 S11 S10 S02 S03 S04 S16 S17 S35
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,36,317839,24,N26 S37 G N11 N02 G S12 N09 G S23 N29 G S07 S06 G N06 N39 G N19 S30 G N38 N36 G S35 N37 G N38 S34 G N28 S15 G S15 S33 G,N01 N05 N19 N18 N37 N36 S26 S27 S11 S10 S02 S01,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,21,324509,17,N05 N22 G N11 N39 G S04 S29 G S09 S01 G S12 S29+ G S25 N30 G S39 N29 G,,N29 N12 N11 N10 N09 N08 N23 N22 S32 S31 S30 S29
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,21,334530,29,S40 S06 G S38 S04 G S30 N09 G N19 S11 G N14 N39 G N26 N01 G N33 N24 G,,N08 N09 N25 N26 S36 S37 S38 S39 S20 S06 S07 S08
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,27,271307,4,N10 N04 G N08 N01 G N06 N12 G S28 N34 G N17 N19 G S18 N28 G N37 N39 G S04 N11 G S20 N39+ G,,N12 N13 N03 N04 N05 N19 N20 N39 N38 S28 S29 S12
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,28,285992,47,S37 S22 G N28 S08 G N33 S25 G S19 N11 G S27 N25 G N35 N18 G N27 N13 G S03 S18 G N02 S34 G S19,,N03 N13 N12 N29 N30 S40 S39 S20 S19 S05 S04 S03
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,22,336178,31,N31 S40 G N11 N03 G S12 N01 G S03 S23 G S08 S10 G N36 S07 G S05 N07+ G S06,,N06 N07 N01 N02 N10 N11 N27 N28 S38 S39 S20 S06
Monte Carlo Tree Search,Parallel MCTS,One,Normal,24,344318,53,N36 N13 G S16 S40 G S23 S24 G S18 S23+ G N27 S38 G N28 S39+ G S38 N28+ G S38 N38+ G,N39 N38 S28 S27 S26 S25 S09 S08 S07 S06 S20 S39,
Parallel MCTS,Parallel MCTS,One,Normal,19,353143,66,S18 N34 G N26 N29 G S38 N31 G N02 S03 G N13 S13 G N04 N03 G N12+,N03 N13 N12 N29 N28 S38 S39 S20 S19 S05 S04 S03,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,37,357733,59,S29 S31 G N20 N21 G S21 N28 G N38 S02 G S30 S23 G S07 N01 G N07 N40 G N40 N13 G N31 S06 G N30 S22 G S30 N22 G S21 S05 G S21,N21 N06 N07 N01 N02 N03 N13 N14 N31 N32 S22 S21,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,27,348757,24,N26 N19 G N01 S40 G S23 S25 G N10 S10 G N23 S38 G N29 N38 G S30 S06 G S38 S37 G N29 S33 G,N30 S40 S21 S22 S23 S08 S09 S10 S11 S12 S29 S30,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,30,300070,38,N37 S01 G S31 N40 G S08 S26 G N26 S28 G N33 N32 G S22 N24 G N23 S34 G S24 N13 G S06 N30 G N10 S10 G,,S32 S33 S34 S35 S36 N26 N27 N28 N29 N30 N31 N32
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,25,365216,4,N10 S22 G N03 S01 G S40 N21 G S02 N01 G N26 S37 G N29 N28 G N27+ S20 G S21 S16 G S20,N01 N02 N10 N11 N27 N28 S38 S39 S20 S19 S05 S01,
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,22,372394,22,N21 S37 G S03 N27 G S33 N31 G N12 S05 G S16 S08 G S04+ S01 G S04 S02+ G S22,,N13 N14 N31 N32 S22 S23 S08 S09 S10 S02 S03 S13
Parallel MCTS,Parallel MCTS Beeline,Two,Normal,21,330552,54,S27 S32 G N13 S28 G N35 N19 G N09 N31 G N29 S14 G N33 S13 G N16 S13 G,,N13 N03 N02 N10 N09 N08 N23 N22 S32 S31 S14 S13
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,23,393875,47,S37 S04 G N05 S28 G S14 N37 G N33 S23 G N22 N23 G S34 S26 G N08 N24 G N08 N22,N22 S32 S31 S30 S29 S28 S27 S26 S25 S24 S23 S22,
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,28,355467,25,S36 S08 G N02 N18 G S02 S34 G S18 S17 G N14 N15 G S15 S11 G N04 N09 G S04 N15 G N16 N14 G S04,,S32 S33 S15 S16 S04 S05 S19 S20 S06 S21 S22 N32
