Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,19,206868,8,N13 N07 G N17 N05 G N20 N39 G S21 S32 G N21 S38 G S24 S20 G N06,N31 N14 N13 N03 N04 N05 N19 N20 N06 N21 N22 S32 S31,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,24,253791,28,N30 S21 G N14 N04 G S33 N02 G S29 S37 G N31 N17 G N32 N16+ G N06 N15 G N14 N31 G,N31 N30 N29 N28 S38 S37 S36 S35 S34 S33 S32 S31,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,18,262494,3,N06 N02 G N16 N26 G S10 N11 G N14 S28 G N07+ S14 G S12 S08 G,N08 N07 N06 N20 N39 N38 S28 S27 S11 S10 S09 S08,
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,22,223940,40,S34 N26 G N21 N09 G N13 N02 G N11 N05 G N07 S01 G S19 S10 G N04+ S36 G S18,,N02 N10 N11 N27 N26 S36 S37 S18 S19 S05 S01 S02
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,25,256081,0,N07 S06 G S29 S30 G N13 S29+ G S32 N28 G S30 N30 G S02 S23 G N39 N33 G S14 S25 G S29,N29 N12 N13 N03 N02 N01 N07 N06 N21 N40 S30 S29,
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,18,274386,0,N07 S38 G S25 S40 G N27 S27 G N17 N13 G S07 N31 G N28 N30+ G,N21 N06 N07 N01 N02 N03 N13 N12 N29 N30 S40 S21,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,27,275690,78,S12 S01 G S33 S16 G S19 S14 G S03 S08 G S21 S06 G N07 N06 G N23 N08 G N07+ S40 G S40+ N24+ G,,N07 N08 N23 N22 S32 S33 S15 S16 S04 S05 S01 S07
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,24,321913,26,N25 N21 G N10 N32 G N26 N28 G S18 S36 G S34 N18 G N03 S12 G S27 S23 G S13 S06 G,,N19 N20 N06 N07 N01 N02 N10 N11 N27 N28 S38 S37 S18 S19
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,21,334626,39,N39 N04 G S23 N16 G S16 S12 G S21 N13 G N34 S31 G N15 N30 G N33 S11+ G,,S32 S31 S14 S13 S12 S11 S10 S09 S08 S23 S22 N32
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,24,352147,28,N30 S02 G S25 N17 G N07 N28 G S21 S37 G S34 S35 G S39 N40 G S39 S32 G S14 N15+ G,N30 N31 N14 N15 N16 N04 N05 N19 N20 N39 N40 S30,
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,21,210620,66,S18 N35 G N06 S08 G N11 N25 G N28 N27 G S34 N28+ G N23 N32 G N19 N38 G,,N26 N25 N09 N08 N07 N06 N20 N39 N38 N37 N36 S26
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,21,210833,60,S16 S05 G N27 S20 G N32 S18 G S14 S02 G N01 S09 G S01+ S04 G N21 S02 G,,N10 N11 N27 N26 S36 S37 S18 S19 S05 S01 S02 S10
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,25,329418,68,S07 S20 G S10 S03 G N07 N02 G N05 N11 G N30 S14 G S24 S30 G N10 N13 G S22 S21 G N12,N30 N29 N12 N11 N10 N09 N08 N07 N06 N21 N40 S30,
Parallel MCTS,Parallel MCTS,Two,Normal,22,358661,28,N30 S22 G S11 S40 G N04 N14 G N05 S13 G S29 N02 G S04 N03+ G S17 N02+ G N03,,N10 N02 N03 N13 N14 N31 N32 S22 S23 S08 S09 S10
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,34,349166,19,N18 S09 G N16 N33 G S07 N35 G S05 N03 G S03 S04 G N01 S03+ G S02 S01 G N04 N08 G N02 N10 G S02 S01 G N02+ S02+ G S01,,N05 N04 N16 N17 N35 N34 S24 S25 S09 S10 S02 S01 S05
Parallel MCTS,Monte Carlo Beeline 4,Two,Normal,22,267398,51,S21 N03 G N35 S17 G N18 S34 G N33 S31 G N25 S09 G S14 S10 G S14 S19 G S10,,N10 N02 N03 N13 N14 N15 N33 N34 S24 S25 S09 S10
Parallel MCTS,Parallel MCTS Beeline,One,Normal,21,290526,58,S31 S05 G N18 S38 G S35 S36 G S18 S25 G N25 S12 G S28 N27 G N39 S22 G,S40 S39 S38 N28 N27 N26 N25 N24 S34 S33 S32 S31 S30 N40,
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,28,398081,57,N40 S35 G S13 S14 G S04 S05 G N15 N27 G N36 N29 G N34 S24 G S22 N34+ G S38 N28 G S25 S08 G N30+,,N17 N16 N15 N14 N31 N30 S40 S39 S38 S37 S18 S17
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,25,254070,50,S23 S02 G N09 N27 G N02 N34 G S38 S27 G S25 S40 G N31 N18 G S28+ S24 G N05 S31 G N05,N27 N11 N10 N02 N01 N05 N19 N18 N37 N38 S28 S27,
Monte Carlo Tree Search,Parallel MCTS Beeline,Two,Normal,21,266681,65,S05 S30 G N27 N24 G N01 S35 G S33 S37 G N25+ N18 G N17 N38 G N26 N20 G,,N17 N18 N19 N20 N39 N40 S30 S31 S32 S33 S34 S35 S17
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,33,416834,57,N40 N04 G N25 S08 G N18 N35 G S27 N17 G N28 S05 G S35 N02 G N02 N12 G S36+ S10+ G N27 N10+ G S12 N10 G N02 S12+ G,,N26 S36 S35 S17 S16 S04 S03 S13 S12 S11 S27 S26
