Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,22,74792,70,S06 S09 G N31 N33 G S32 S22 G N03 S24 G N38 S25+ G S23+ N13 G N12 N29 G N14,,N02 N03 N13 N14 N31 N32 S22 S23 S08 S09 S10 S02
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,27,93686,18,N20 N15 G N27 N13 G S15 S19 G S13 S25 G S04 S10 G S01 S37 G S08 S07 G N22 S05 G S31 S27 G,N04 N05 N19 N20 N39 N40 S30 S31 S32 S33 S15 S16 S04,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,27,94506,58,S31 N40 G S11 S28 G N10 N03 G N32 S22 G S39 S40 G N36 S27 G S29+ N24 G S40 N05 G N22 N05 G,,N21 N06 N20 N19 N05 N04 N16 N15 N14 N31 N30 S40 S21
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,18,115098,18,N20 N17 G N10 N13 G N26 N05 G S25 N01 G S01 N02+ G N08 S31 G,,N09 N10 N02 N01 N05 N19 N18 N37 N36 S26 S25 S09
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,27,92814,60,S16 S05 G S12 S38 G N06 S18 G N37 S10 G S03 S25 G S08 S09 G S23 S08+ G S08 S25 G N35 S24+ G,,N18 N37 N36 S26 S25 S09 S08 S07 S01 S05 S19 S18
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,22,127684,34,N33 S26 G N03 S40 G N21 S35 G S04 S03 G S02 S12 G N18 S14 G S07 S04 G N18+,,N12 N13 N03 N04 N05 N19 N18 N37 N36 S26 S27 S11 S12
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,22,107251,76,S13 N08 G S37 S28 G S39 N19 G S05 N29 G N26 S35 G N24 N26+ G S34 S24 G S34,,N01 N07 N08 N23 N24 S34 S35 S17 S18 S19 S05 S01
Monte Carlo Tree Search,Parallel MCTS,One,Normal,21,128396,62,S15 N20 G N20+ N38 G N17 S22 G N02 N13 G N12 N15 G N04 S29 G N33 N32+ G,N17 N18 N37 N38 S28 S29 S30 S31 S14 S15 S16 S17,
Parallel MCTS,Parallel MCTS,Two,Normal,21,128572,34,N33 N20 G S03 N21 G N30 N17 G S30 S28 G S12 S25 G S30+ S15 G N36 S13+ G,,N05 N19 N20 N39 N40 S30 S31 S14 S13 S03 S04 S05
Parallel MCTS Beeline,Monte Carlo Beeline 3,One,Normal,19,82647,62,S15 S28 G N01 S20 G N32 S02 G S18 S19 G S21 S04 G S18 N39 G S04,S32 S33 S15 S16 S04 S05 S19 S20 S06 S21 S22 N32,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,30,100520,40,S34 S28 G S05 N06 G N18 N19 G N19+ S12 G S10 S09 G S14 S39 G S38 S40 G N39+ S09 G S20 S06 G S18 S40 G,,N03 N04 N05 N19 N18 N37 N36 S26 S25 S09 S08 S07 S01 S02 S03
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,21,62866,53,N36 S37 G N10 N02 G S10 S02 G S12 N20 G S08 S01 G S25 N25 G N39+ N07 G,,N12 N11 N27 N26 S36 S37 S18 S19 S05 S01 S02 S03 S13 S12
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,25,111600,73,S02 N10 G S40 S22 G N22 S25 G S07 S08 G N06 S24 G N16 S01+ G S14 N07 G N35 N17 G S07+,N06 N21 N22 S32 S31 S14 S13 S03 S02 S01 S07 S06,
Parallel MCTS,Monte Carlo Beeline 4,Two,Normal,22,84580,54,S27 N36 G S08 S11 G S19 S02 G N20 S24 G S33 S34 G N23 S36 G S33+ S26 G S25,,N06 N20 N19 N18 N37 N36 S26 S25 S09 S08 S07 S06
