Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,27,94429,28,N30 S21 G N14 N03 G S16 N12 G N24 N32 G S19 S14 G S27 N35 G S32 S33 G S33+ N10+ G S10 S02 G,,N13 N12 N11 N27 N26 N25 N24 S34 S33 S15 S14 S13
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,30,103005,2,N08 S37 G N32 N18 G N34 S24 G S25 S21 G S33 S34 G S31 S27 G N29 N11 G S01 N24 G S02 S05 G S26 N15 G,,N26 S36 S37 S18 S19 S05 S01 S07 S08 S09 S25 S26
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,21,111730,49,N32 N28 G S07 N06 G N05 N22 G S13 N30 G N18 N40 G N36 N25 G N09 N24 G,,N12 N11 N27 N28 S38 S39 S20 S06 S07 S01 S02 S03 S13 S12
Monte Carlo Tree Search,Parallel MCTS,One,Normal,21,126181,17,N05 S23 G N14 N27 G S18 N34 G S31 S03 G N38 N33 G S09 N10 G N23 S34 G,N19 N05 N01 N02 N10 N11 N27 N26 S36 S37 S18 S19,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,21,73221,4,N10 N38 G N33 S32 G S13 N23 G S40 N21 G N06 N07 G N07+ N04 G S17 N29 G,,N29 N30 N31 N32 N33 N34 N35 N36 N37 N38 S28 S29
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,19,61665,0,N07 S32 G N27 S34 G S19 N33 G N23 N08+ G N25 S17 G S37 S35+ G S17,N05 N01 N07 N08 N09 N25 N24 S34 S35 S17 S18 S19 S05,
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,34,118416,63,S17 S19 G S15 S16 G S06 S15+ G S40 S04 G N10 S05+ G N04 S03 G N19 N01 G S16 N06 G S04+ S01 G N14 N02 G S05 S04 G S05,,N04 N16 N15 N14 N31 N30 S40 S39 S20 S19 S05 S04
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,30,98645,59,S29 N05 G N22 S05 G S39 S20 G S26 N18 G N15 S18 G N19+ S35 G S15 N18 G N37 S24 G S09 S17 G N10+ S37 G,,N25 N09 N10 N02 N01 N05 N19 N18 N37 N36 S26 S25
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,18,92308,69,S01 N24 G S38 S40 G N04 S04 G N32 S29 G S10 N31 G N29 N30+ G,N30 S40 S21 S06 S07 S01 S02 S10 S11 S12 S29 S30,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,21,114320,45,N28 N20 G S13 S40 G N29 N26 G S19 N33 G S23 S05 G S30 S04 G N35 N25+ G,,N19 N20 N39 N40 S30 S31 S14 S13 S03 S04 S05 S19
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,22,112804,68,S07 N34 G S02 N05 G N21 S31 G S09 N13 G S26 S25 G N32 S15 G S15+ N20 G S14,,S32 S31 S14 S13 S03 S02 S10 S09 S25 S24 N34 N33 N32
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,21,137842,28,N30 N22 G S33 S24 G S27 S26 G S06 S35 G S04 S16 G S26 N26 G N27 N07 G,N35 N34 N33 N32 N31 N30 N29 N28 N27 N26 S36 S35,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,19,109507,3,N06 N30 G S24 S27 G N10 S06 G N39 N37 G N01 S29 G N36 N38 G N36,N11 N10 N02 N01 N05 N19 N18 N37 N36 S26 S27 S11,
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,21,140638,20,N22 S31 G N16 S21 G N40 N01 G S15 N35 G S36 N37 G S27 S38 G S34 N18 G,N06 N21 N22 N23 N24 S34 S35 S36 S37 S38 S39 S20 S06,
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,27,150191,20,N22 S33 G N08 S08 G S11 S29 G S39 N24 G N28 S38 G S30+ N38 G N30 S28+ G N40 N31 G N12 S40+ G,,S40 S39 S38 S37 S18 S17 S16 S15 S14 S31 S30 N40
Parallel MCTS,Parallel MCTS Beeline,Two,Normal,22,84048,43,S33 S21 G N21 S33+ G S25 N24 G S36 S34+ G S12 N35 G N24 N23 G N23+ S38 G N33,,S36 S37 S38 S39 S40 S21 S22 N32 N33 N34 N35 N36
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,21,66022,12,N16 N13 G N19 N02 G S24 N04 G S18 N04 G S08 N34 G N34 N33 G S33 S38 G,N07 N01 N05 N04 N16 N15 N33 N32 S22 S23 S08 S07,
