Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,25,87958,16,N19 N02 G N23 S02 G S32 N22 G S29 S27 G N32 N38 G S38 N36 G N40 S05 G N35 S05 G S19,N19 N18 N37 N36 S26 S27 S11 S10 S02 S01 S05 S19,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,25,91915,8,N13 S12 G S37 S38 G N37 N39 G S20 S39 G S06 S26 G S05 S04 G S02 N05 G S35+ S02+ G S01,N02 N03 N13 N14 N31 N30 S40 S21 S06 S07 S01 S02,
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,27,90279,29,S40 S39 G S22 S21 G S37 S39+ G N02 N33 G N20 N31 G N18 S09 G S04 S26 G N23 N25 G N26+ N19 G,,N27 N11 N10 N02 N01 N05 N19 N18 N37 N36 S26 S27
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,22,74781,12,N16 S15 G S21 S34 G N07 N35 G N05 N37 G S30 S32 G S01 S08 G S33 S01+ G S33,,N22 S32 S33 S15 S16 S04 S05 S01 S07 S06 S21 S22
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,21,110968,42,S35 S10 G N31 N39 G N34 N22 G S30 S17+ G N35 S18 G S22 S26 G S05 S40 G,,N22 S32 S31 S30 S29 S12 S11 S10 S09 S08 S23 S22
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,21,111032,74,S09 S13 G S18 S33 G S19 N11 G N22 S07 G S04 S05 G S36 N13 G N36 N10+ G,,N12 N11 N27 N26 S36 S35 S17 S16 S04 S03 S13 S12
Parallel MCTS,Parallel MCTS,One,Normal,18,115846,42,S35 S28 G S11 S22 G S19 S26 G N15 N18 G S06 N23 G N33 S23+ G,S24 S23 S22 S21 S06 S20 S19 S18 S17 S35 S34 N24,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,24,80995,68,S07 S11 G S23 S13 G N32 S20 G S21 S25 G N26 S08 G N38 N06 G S09 N02 G S09 S31+ G,,N38 S28 S27 S11 S10 S09 S08 S23 S22 S21 S40 S39 S38
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,22,76968,56,S30 N39 G N23 N37 G S34 S28 G S10 S11 G N27 S26 G S36 N40 G S35+ N07 G S26,,N09 N08 N07 N06 N20 N39 N38 S28 S27 S26 S25 S09
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,22,127855,53,N36 S01 G S25 S32 G N26 N29 G S20 N13 G S29 N11 G N38 S40 G N27+ N11+ G N28+,,N10 N11 N27 N28 S38 S39 S20 S19 S05 S01 S02 S10
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,27,116952,26,N25 S17 G N17 S39 G S23 S21 G S26 S12 G N20 N28 G S28 S29 G N40 S10 G N11 N03 G N13 N07 G,N13 N03 N02 N10 N09 N08 N23 N22 N21 N40 S30 S29 S12 S13,
