Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,22,70630,22,N21 N24 G N05 N02 G S16 N07 G N35 N09 G S20 N25+ G S31 S32 G N23 S19 G N09,,N34 N35 N17 N18 N19 N05 N01 N07 N08 N09 N25 N24 S34
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,25,86803,6,N11 N40 G N17 S17 G S31 S13 G S23 N34 G N31 S36 G N03 N23 G S28 S25 G N24 S38 G N22,S32 N22 N23 N08 N09 N10 N11 N12 N29 N30 N31 N32,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,25,88235,58,S31 N38 G N05 N20 G N18 N37 G S07 N35 G N18 S19 G N16 N32 G S26 N19 G N30 N17 G N19,N22 N21 N06 N20 N19 N18 N17 N35 N34 N33 N32 S22,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,34,126332,32,N34 S25 G N17 N04 G S18 N15 G N28 N36 G S07 S26+ G S36 N38 G N12 S23 G N29+ N31 G N31 S14 G N30+ N23 G S33 S32 G S22+,,S32 S31 S14 S13 S12 S11 S10 S09 S08 S23 S22 N32
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,25,83733,26,N25 N31 G N19 N05 G S16 S34 G S36 S38 G S20 N11 G N28 N26+ G S36 N24 G S05 S36+ G S07,N07 N08 N09 N25 N26 S36 S37 S38 S39 S20 S06 S07,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,25,83671,47,S37 S40 G N11 N29 G N14 N35 G N28 N26 G S24 S25 G N28 S24+ G N27 S09 G N04 N34 G N28,N34 N33 N32 N31 N30 N29 N28 N27 N26 S36 S35 S34,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,21,117523,30,N29 S39 G N15 N20 G S07 N07 G N24 S10 G S30 N03 G S20+ N04 G S22 N03+ G,,N34 N33 N15 N16 N04 N03 N02 N01 N07 N08 N23 N24 S34
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,18,59728,36,N38 S09 G S14 S02 G S11 S05 G N05 S07 G S06 S10 G N23 S10 G,N20 N39 N38 S28 S27 S11 S10 S02 S01 S07 S06 S20,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,24,123357,23,N23 N08 G N07 N27 G S16 N11 G N26 S21 G S01 S37 G S20 S06 G S07 N39 G S20 S19 G,N22 S32 S33 S15 S16 S04 S05 S01 S07 S06 S21 S22,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,27,150341,29,S40 N24 G N15 N02 G N22 N01 G N25+ S16 G N34 S32 G S20 S27 G S25 S07 G S18 S04+ G S25+ S29 G,N11 N12 N29 N30 S40 S21 S22 S23 S24 S25 S26 S27 S11,
Parallel MCTS Beeline,Parallel MCTS,One,Normal,18,134888,71,S08 N27 G S37 N23 G S01 N17 G N35 S15 G S04 S32 G N31 S34 G,N08 N23 N24 S34 S33 S15 S16 S04 S05 S01 S07 S08,
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,21,154113,45,N28 S15 G S07 S38 G N22 N23 G N03 S35 G N22+ N32 G N08 S32+ G S33 N15 G,,N15 N33 N32 S22 S23 S08 S07 S01 S05 S04 S16 S15
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,27,168476,20,N22 N28 G S32 N03 G N30 S21 G S02 S10 G S23 N09 G N07 N08 G N08+ S30 G S29 S14 G S22 S13 G,N08 N07 N01 N02 N03 N13 N14 N31 N32 S22 S23 S08,
Parallel MCTS,Parallel MCTS,One,Normal,21,169650,45,N28 N35 G S40 S31 G N24 N12 G S29 S30 G N38 N39 G S29 N38+ G N39 N31 G,N38 N39 N40 S30 S31 S32 N22 N23 N24 N25 N26 N27 N28 S38,
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,24,125382,26,N25 S05 G S26 N36 G S28 S10 G N31 S31 G N09+ N22 G S15 N04 G S33 N02 G N02+ S33+ G,S36 S35 S34 S33 S32 S31 S30 N40 N39 N38 N37 N36,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,19,104924,71,S08 S35 G N22 N37 G S20 S28 G S26 N35 G S30 S19 G N39 N20 G N18+,N20 N19 N18 N17 N35 N34 S24 S23 S08 S07 S06 S20,
