Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,24,90738,26,N25 S38 G N01 S01 G N39 N18 G N11 S36 G N19 S17 G S27 S02+ G S05+ S15 G N27+ N22 G,,N11 N10 N02 N03 N04 N16 N17 N35 N36 S26 S27 S11
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,30,112433,72,S10 N20 G S34 S32 G N07 N02 G S08 N05 G N17 S13 G N09 S16 G S30 N15 G S03 S04 G N33 N32 G N08 S33 G,N05 N01 N07 N06 N21 N22 S32 S33 S15 S16 S04 S05,
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,33,109930,25,S36 N06 G N13 N01 G S07 N25 G N36 N23 G N33 S23 G S33 N10 G N24 N09+ G N08 N10 G N22 S22+ G N16 N32 G N15 N09 G,,N09 N08 N07 N06 N20 N39 N38 S28 S27 S26 S25 S09
Monte Carlo Tree Search,Parallel MCTS,One,Normal,25,140029,59,S29 S30 G N19 S32 G N17 S09 G S11 N38 G N03 N04 G N30 N03+ G S13+ S11 G N11 N10 G S12,N15 N16 N17 N35 N36 N37 N38 S28 S29 S12 S13 S14 S15,
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,21,119521,13,N04 N10 G N31 S09 G N01 N23 G N35 S06 G N12 N29 G N37 S04 G S26 S37 G,,N22 N23 N08 N09 N10 N11 N12 N29 N30 N31 N32 S22
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,21,149543,78,S12 S37 G N05 S01 G N40 N22 G N09 S39 G N25 S06 G S33 S19 G S19 S33+ G,,N18 N19 N05 N01 N07 N08 N23 N22 S32 S33 S34 S35 S17 S18
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,24,80605,65,S05 S16 G S38 S14 G S40 N30 G N15 S36 G N39 S03 G S27 S13+ G S03 N40 G S37 N22 G,N22 S32 S31 S14 S13 S03 S02 S01 S07 S06 S21 S22,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,22,131475,16,N19 S27 G N06 S39 G N01 N04 G N08 N17 G S23 N34 G N35 S30 G N15 N39 G N10,,N10 N09 N08 N07 N06 N21 N40 N39 N38 S28 S27 S11 S10
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,28,96709,7,N09 S34 G N28 N14 G N21 S30 G N32 S37 G S25 N36 G N33 N26 G N35 S19 G N34+ N38 G S18+ S27 G S26,,N34 N35 N36 S26 S27 S28 S29 S30 S31 S14 S15 S33 S34
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,24,157669,78,S12 S02 G S32 S36 G N08 N20 G N34 N14 G S26 S16 G N24 S15 G N17 S33+ G S34 N05 G,,N19 N20 N39 N40 N21 N22 S32 S33 S15 S16 S04 S05 S19
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,27,159114,26,N25 N38 G S38 S29 G S09 S19 G N28 S04 G N22 S11 G N05 N02 G S05 N12 G N13 N17 G N14 N35 G,N07 N08 N23 N22 S32 S33 S15 S16 S04 S05 S01 S07,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,37,125157,77,S03 S12 G S33 S31 G N39 N07 G N16 S35 G N23 N24 G S34+ N05 G N03 S15+ G S13 S14 G N31 N15+ G N12 N29 G S14 S13 G S15 N14 G S15,N01 N05 N19 N20 N39 N40 S30 S31 S14 S15 S16 S04 S05 S01,
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,25,116429,52,S26 N20 G S11 N05 G S06 S04 G N07 S28 G N10 N02 G S31 S01 G S38 S23 G N02 S09 G S38+,S28 S27 S26 S25 S09 S08 S07 S06 S20 S39 S38 N28,
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,19,66423,74,S09 S13 G S18 S29 G N21 S23 G N25 S07 G S12 S04 G S08 S01 G S01+,N06 N21 N40 S30 S29 S12 S11 S10 S02 S01 S07 S06,
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,22,89820,33,S24 N27 G N04 N36 G N10 N38 G N13 S36 G N20 S18 G N18 S39 G N37 S16 G S37,,N16 N04 N03 N13 N12 N29 N28 S38 S37 S18 S17 S16
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,31,141151,69,S01 S13 G S21 S38 G N03 S39 G S04 S28 G S18 N19 G N12 N11 G N16 N39 G N17 N35 G N36 S04 G S05 N05 G N17,N26 N27 N11 N10 N02 N03 N04 N16 N17 N35 N36 S26,
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,21,87674,19,N18 N11 G N23 S31 G S06 N35 G N14 N33 G S02 S22 G N32 S21+ G S21+ S08 G,S40 S21 S06 S07 S01 S02 S03 S13 S14 S31 S30 N40,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,21,92441,13,N04 S22 G S25 N28 G S30 N17 G N20 N06 G S19 N39 G N12 N11 G N08 N23 G,N05 N01 N02 N10 N11 N27 N28 S38 S39 S20 S19 S05,
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,33,183143,78,S12 S02 G S17 S19 G S26 N36 G S34 N22 G N01 S39 G S24 S06 G S08 N40 G S31 N31 G N13 N32 G S31 S32 G N32 N30 G,N22 N21 N06 N07 N01 N02 N03 N13 N14 N31 N32 S22,
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,28,165739,56,S30 N19 G N07 N27 G S01 S31 G S33 N23 G S23 N25 G N09 S26 G N21 S31 G S32+ N24 G S30 N22 G N25+,,N16 N04 N03 N02 N10 N09 N25 N24 S34 S33 S15 S16
Parallel MCTS,Parallel MCTS,Two,Normal,33,192783,78,S12 N14 G S15 S17 G S11 S01 G N21 N07 G S04 S36 G N37 S38 G N25 S02+ G S03 S36 G S21 N26+ G S06+ S21+ G N23 N39+ G,,S32 N22 N21 N40 N39 N38 N37 N18 N17 N16 N15 N33 N32
Monte Carlo Beeline 3,Parallel MCTS,One,Normal,25,86353,29,S40 N11 G N33 N13 G N16 N20 G N29 N31 G S05 S04 G S04+ N05 G S19 S28 G N08 N38 G S05,N05 N04 N16 N15 N14 N31 N30 S40 S39 S20 S19 S05,
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,28,90527,29,S40 N24 G N04 N16 G S16 S18 G S05 S35 G S28 S34+ G N37 S24 G S27 S26 G S25 S36 G S36 S35 G S36,,N01 N07 N08 N09 N25 N26 S36 S37 S18 S19 S05 S01
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,31,105601,60,S16 S05 G S28 S20 G N01 N07 G N25 N21 G N23 S37 G S19 S18 G S18+ S19 G S37 S38+ G N20 S04 G S18 N20+ G N03+,N16 N04 N05 N19 N20 N06 N21 N22 S32 S33 S15 S16,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,34,110076,13,N04 S20 G S27 S25 G S03 N34 G S34 N36 G N17 S10 G S30 S17 G S09+ S10 G S36 S37 G N27 N09 G S10 S37 G S37 S01 G N10,,N10 N09 N08 N23 N22 S32 S31 S30 S29 S12 S11 S10
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,19,59215,20,N22 S04 G N24 S34 G S37 S40 G N40 S20 G N21+ S06 G N40 N20 G S19,N20 N06 N21 N22 S32 S33 S34 S35 S36 S37 S18 S19 S20,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,19,62603,26,N25 N32 G S30 N17 G N01 N36 G S17 S28 G N37 N28 G N38 S37 G N18+,N37 N18 N19 N05 N01 N07 N08 N09 N25 N26 S36 S37,
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,21,67426,26,N25 N32 G N05 S21 G S13 N40 G S32 N16 G S07 N03 G N06 N14 G N36 N14 G,,S32 N22 N21 N06 N07 N01 N02 N03 N13 N14 N31 N32
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,18,55140,13,N04 N16 G N39 S32 G N30 S10 G S06 N06 G N12 N20+ G N08 N06+ G,N31 N30 N29 N12 N13 N03 N02 N01 N07 N06 N21 N22 S32 S31,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,21,71123,31,N31 N34 G S06 S14 G S25 N25 G N01 N17 G S37 N28 G S39 N08 G N11 N10 G,,N07 N01 N02 N10 N09 N25 N26 N27 N28 S38 S39 S20 S06 S07
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,22,73061,15,N15 S06 G S26 S40 G S19 S20 G S18 S19+ G S20 S19 G S19+ S37 G N20 N18 G S20,,N18 N37 N36 S26 S25 S09 S08 S07 S06 S20 S19 S18
Parallel MCTS,Monte Carlo Beeline 4,Two,Normal,22,73687,73,S02 S09 G S29 N22 G N30 S33 G S14 S35 G N34 N32 G S14+ S32 G S32+ S31+ G S32,,S32 S31 S30 S29 S28 S27 S26 S25 S09 S08 S23 S22 N32
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,24,74770,39,N39 N13 G S17 S05 G S11 S02 G S25 S09 G S37 S07 G S25+ N10 G N26 S16+ G N32 S22 G,,N34 S24 S23 S08 S07 S01 S02 S03 S04 S16 S17 S35 S34
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,24,76991,23,N23 S32 G N18 S30 G N01 N07 G S08 N27 G N21 N06 G N22 N21+ G N22 S28 G S26 N11+ G,N12 N11 N27 N26 N25 N24 N23 N22 N21 N40 S30 S29 S12,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,24,77016,23,N23 N12 G S17 S16 G N03 S33 G S32 S30 G N14 N32 G S06 N10 G S34 N34 G N35 N09+ G,,N35 N34 N33 N32 S22 S21 S06 S20 S19 S18 S17 S35
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,25,77216,43,S33 S20 G N03 N29 G N26 N31 G S29 S40 G S22 S39+ G S40 N30 G S02 S13 G N18 N30+ G N31,N31 N30 N29 N28 N27 N26 S36 S35 S34 S33 S32 S31,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,25,77704,26,N25 N32 G S26 S28 G S14 S36 G N28 N30 G S10 S39 G S33 S40 G N22 S20 G N12 N29 G S32,N10 N09 N08 N23 N22 S32 S31 S30 S29 S12 S11 S10,
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,22,81778,9,N03 S14 G S39 S06 G N30 S40 G S08 S22 G S37 S19 G S21 N40 G S21 S04 G N30,,N30 S40 S39 S20 S19 S05 S04 S16 S15 S14 S31 S30
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,23,81872,21,S32 N21 G N25 S40 G S17 N31 G S28 S36 G N23 S38 G S25 N07 G S23 N07 G N08 S19,N22 S32 S33 S15 S16 S17 S18 S19 S20 S06 S21 S22,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,27,83653,26,N25 N19 G S23 S07 G S39 N08 G N28 N34 G S09 S37 G N36 S25 G N12 S04 G S15 N13 G N10 S11 G,N10 N11 N12 N13 N14 N15 N33 N34 S24 S25 S09 S10,
