Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,31,118561,50,S23 N32 G S20 S40 G N40 S21 G N24 S27 G S21 S22 G N08 N02 G N06 N05 G S06 S21 G N07 S07 G N01 S23 G S21,N21 N40 S30 S29 S28 S27 S26 S25 S24 S23 S22 S21,
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,30,114301,37,S28 S16 G N21 S33 G N04 N37 G S31 S14 G N35 S25 G N25 N26 G S36 N27 G S26 N36 G N27 S26+ G N36 S38 G,,N08 N07 N06 N20 N19 N18 N37 N36 S26 S25 S09 S08
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,18,123834,39,N39 S28 G N16 S08 G S06 N36 G S14 S35 G N37 S18 G N26 S40 G,,N15 N16 N17 N35 N36 S26 S27 S11 S12 S13 S14 S15
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,21,79881,46,S39 S04 G N26 S35 G S15 S37 G S19 N09 G S27 S13 G N12 S38 G S17+ S18 G,,N12 N11 N27 N26 S36 S37 S18 S19 S05 S04 S03 S13 S12
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,35,133413,65,S05 S40 G N02 N29 G S36 S02 G S29 S30 G N14 S38 G N27 N38 G N28 S37 G N37 N36 G N27 N34 G N35 N17 G N26 S24 G S29 S37,N37 N38 N39 N40 S30 S31 S14 S15 S16 S17 S18 S37,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,27,98701,16,N19 N28 G S16 S17 G N08 N24 G S23 S10 G S26 S27 G S25 N26 G N26 S27+ G N25+ N39+ G S12 S11 G,,N11 N12 N29 N30 S40 S21 S22 S23 S24 S25 S26 S27 S11
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,31,116216,50,S23 N32 G S20 S40 G N40 S21 G N24 S27 G S21 S22 G N08 N10 G N07 N06 G S06 S21 G S22 S23 G N07 S17 G S23,N21 N40 S30 S29 S12 S11 S10 S09 S08 S23 S22 S21,
Parallel MCTS Beeline,Monte Carlo Tree Search,One,Normal,19,126803,1,N01 N36 G N31 S15 G N22 S04 G S12 N33 G N16 N15 G N15+ S16 G N16,N16 N04 N05 N01 N07 N08 N23 N22 S32 S33 S15 S16,
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,22,128797,66,S18 N30 G S09 S26 G N08 N07 G N10 S22 G N08+ S06 G N07 S30 G S21 S12 G S21,,N10 N11 N12 N29 N30 S40 S21 S06 S07 S08 S09 S10
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,24,152664,16,N19 S21 G N24 N26 G N08 N03 G S02 N31 G N10 S37 G N36 S17 G S36+ N12 G S37 N17+ G,N16 N17 N18 N19 N05 N01 N07 N08 N09 N25 N26 S36 S35 S17 S16,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,25,153783,3,N06 N08 G N33 N03 G N29 N30 G S37 S39 G S12 S06 G N18 N40 G S07 N05 G S20 S19 G N07,N11 N12 N13 N03 N02 N01 N07 N06 N21 N40 S30 S29 S12 S11,
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,27,162840,39,N39 N16 G S28 S24 G N04 S37 G N29 N28 G S03 N29+ G S32 S17 G S34 N37 G N05 N19+ G N18 N35 G,,N11 N12 N13 N14 N15 N16 N17 N35 N36 N37 N38 S28 S27 S11
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,24,140795,56,S30 N10 G S10 N18 G S17 S22 G S15 S33 G N31 N15 G S32 N23 G N20 S08 G N14 S32 G,N17 N18 N19 N20 N06 N21 N22 S32 S33 S34 S35 S17,
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,22,154084,1,N01 S22 G S19 S33 G N22 N25 G S14 S37 G N18 S35 G S16 N15 G S04 S31 G S16+,,N31 N32 S22 S21 S06 S20 S19 S05 S04 S16 S15 S14 S31
Parallel MCTS,Parallel MCTS,One,Normal,25,167519,39,N39 N17 G S19 N05 G S29 N31 G S01 N13 G N13+ N03 G N03 N33 G N10 N08 G N32+ S35 G N10+,N11 N10 N02 N01 N07 N06 N21 N40 S30 S29 S12 S11,
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,25,133055,73,S02 S40 G S05 N36 G N03 N21 G S12 S36 G S16 S08 G N25 N28 G N15 N11 G S11 S25+ G S25+,N10 N02 N03 N04 N16 N17 N35 N34 S24 S25 S09 S10,
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,27,119895,77,S03 S35 G S30 N19 G N39 N01 G S05 N20 G N31 N16 G S06 N03 G S01 S26 G S22 S40 G N22 S23 G,,N23 N24 S34 S35 S17 S18 S19 S20 S06 S21 S22 S23
Parallel MCTS,Monte Carlo Beeline 4,Two,Normal,22,99033,71,S08 S13 G S18 N38 G N11 S27 G N28 S16 G N30 S05 G S19+ S29 G S36 S38+ G N27,,N27 N28 S38 S39 S20 S19 S05 S04 S03 S13 S12 S11 S27
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,25,171968,11,N12 N39 G N16 N13 G S16 N11 G S09 S08 G S07 S21 G N32 S37 G N33 N24 G S38 S34 G S38,N03 N13 N12 N29 N28 S38 S37 S18 S17 S16 S04 S03,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,19,115790,48,S22 S34 G N10 S15 G S19 N33 G S31 N35 G N22 N04 G S33 N18 G N34,N18 N17 N35 N34 S24 S23 S22 S21 S06 S20 S19 S18,
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,25,85877,68,S07 S18 G N30 S29 G S39 N40 G S14 N39 G N28 S22 G N19 S10 G S20 N29+ G N39 N28 G S38,N38 S28 S27 S11 S10 S02 S01 S07 S06 S20 S39 S38,
Monte Carlo Beeline 3,Parallel MCTS,One,Normal,25,103022,8,N13 S40 G N20 N35 G N27 N11 G S11 S29 G N38 S31 G N29 N11 G S13 S14 G N10+ S12 G S13,N13 N03 N04 N16 N17 N35 N36 N37 N38 S28 S29 S12 S13,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,28,89844,28,N30 N05 G S26 S09 G S11 S23 G S07 N07 G N34 S24 G S20 S08 G S16 S17 G S33 N32+ G S22 N07 G S08,,N19 N18 N37 N36 S26 S25 S24 S23 S08 S07 S06 S20 S19
