Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,24,91873,78,S12 N34 G S38 S36 G N17 S28 G N08 S26 G S27 N29 G S27 S16 G S27 N35 G S06 S07 G,N26 S36 S35 S17 S16 S04 S03 S13 S12 S11 S27 S26,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,24,98488,26,N25 S38 G N01 S01 G N39 N18 G N11 S36 G N19 S17 G S27 N24+ G S15 N02+ G N37+ S34+ G,,N11 N10 N02 N03 N04 N16 N17 N35 N36 S26 S27 S11
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,28,97234,70,S06 S30 G N05 N39 G S26 S25 G N23 S10 G N09 S25+ G S27 S11 G N27 S38 G N08 N29 G S40+ N11 G N16+,,N15 N16 N04 N05 N01 N07 N08 N23 N22 S32 S33 S15
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,24,83110,67,S20 S27 G N22 S31 G N40 S33 G N30 S16 G S24 S15 G N16 S13 G S14 S29 G S03 S16 G,N20 N39 N40 S30 S31 S14 S15 S16 S04 S05 S19 S20,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,21,104518,61,S04 N17 G N07 N24 G N11 N13 G S13 S10 G S01 S24 G N32 S08 G S28 S33 G,N10 N11 N27 N26 N25 N24 S34 S35 S17 S16 S04 S03 S02 S10,
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,25,88357,66,S18 S01 G S33 N08 G S08 S21 G N06 S03 G N05 S02+ G N17 S19+ G S03 S04 G S05 N07 G N26,N19 N05 N01 N07 N08 N09 N25 N26 S36 S37 S18 S19,
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,21,126377,75,S11 N07 G S36 S03 G N13 N16 G N31 S13 G S07 S38 G S19 S08 G S05 S17 G,,N17 N16 N04 N05 N01 N07 N08 N09 N25 N26 S36 S35 S17
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,24,157101,26,N25 S11 G S24 N33 G S39 N21 G N40 S08 G N24+ N16 G N28 S38+ G S06 S37 G N28 S36+ G,N08 N09 N25 N26 S36 S37 S38 S39 S20 S06 S07 S08,
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,27,158323,75,S11 S10 G N35 S22 G S29 N10 G S18 N21 G S08 N19 G N03 N06 G N37 S10+ G S03+ N22+ G S16 S03 G,,N09 N10 N02 N03 N04 N16 N17 N35 N34 S24 S25 S09
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,21,158368,46,S39 N28 G S17 S38 G S32 N32 G S03 S24 G N14 S12 G N09 N23 G S27 N12+ G,,N11 N27 N26 S36 S35 S17 S16 S04 S03 S13 S12 S11
Parallel MCTS,Parallel MCTS,One,Normal,18,158423,72,S10 S35 G S17 S21 G N22 S20 G N08 N29 G S08 N12 G N05 N27 G,N27 N28 N29 N30 S40 S21 S22 S23 S08 S09 S10 S11 S27,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,25,89764,79,S14 S34 G S03 S17 G N38 S30 G S38 S12 G S40 S19 G S13 N27 G N33 S36 G S19 S18 G S13,N18 N37 N38 S28 S29 S12 S13 S14 S15 S16 S17 S18,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,25,163208,19,N18 S11 G N11 S23 G S05 S26 G S39 N22 G N01 S36 G S15 S40 G N35+ S25+ G S34 S33 G N34+,N07 N01 N05 N19 N18 N17 N35 N34 S24 S23 S08 S07,
Parallel MCTS Beeline,Parallel MCTS,One,Normal,19,138783,19,N18 S17 G N06 N10 G N31 S29 G S25 S27 G N36 N27 G N20+ N01 G N19,N11 N10 N02 N01 N05 N19 N18 N37 N36 S26 S27 S11,
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,27,92966,60,S16 N38 G N24 S06 G N33 S22 G N14 S30 G N21 N06 G S40 S39 G N07 S40+ G N09+ N27 G S26 N26+ G,,S36 N26 N25 N09 N08 N07 N06 N20 N19 N18 N37 N36
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,27,131717,16,N19 S40 G S07 N29 G S18 S14 G N37 S03 G S30 S38 G S28 S26 G S10 N35 G N34 N39+ G S29 S20 G,N29 N12 N13 N03 N04 N05 N19 N20 N39 N40 S30 S29,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,27,158822,24,N26 N32 G N05 S39 G S04 S07 G S13 S23 G N21 N40 G N40+ N22 G N20 N21 G S23 N20 G S21 N18+ G,,N13 N03 N04 N16 N17 N18 N37 N38 N39 N40 S30 S31 S14 S13
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,22,109279,79,S14 S20 G S09 N38 G S36 N36 G N18 N37 G N27 S17 G N18 N37 G N17 S11 G S35,,N35 N36 S26 S25 S09 S08 S07 S06 S20 S19 S18 S17 S35
Parallel MCTS,Parallel MCTS Beeline,Two,Normal,22,110820,72,S10 N36 G S30 N38 G S37 S27 G N15 S12 G N11 N28 G S28 N37 G S29 N30 G N31,,S28 S27 S26 N36 N35 N34 N33 N15 N14 N31 N30 N29 N28
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,24,95924,35,N35 S24 G N14 N04 G S11 N02 G S04 N32 G S15 N34 G N15+ S17 G N33 S14 G N33 S14 G,N17 N18 N37 N36 S26 S27 S11 S12 S13 S14 S15 S16 S17,
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,27,91503,45,N28 N38 G S29 S04 G S24 N16 G S02 N18 G N05 N03 G S07 S06 G S32 N07 G S21 S22 G N01+ S26 G,N22 S32 S33 S15 S16 S04 S05 S19 S20 S39 S40 S21 S22,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,28,91616,17,N05 N10 G N20 N19 G S23 N07 G N38 S27 G S39 N36 G N34 N32 G S38 N15 G S26 S25 G S28 S10 G S26,,N26 N25 N09 N08 N07 N06 N20 N39 N38 N37 N36 S26
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,30,102973,68,S07 S30 G S23 S28 G N19 S11 G N12 S09 G S25 N36 G S24+ S27 G N09 S36 G S29 S38 G N26 N27 G N26 S11 G,,S36 N26 N27 N11 N12 N13 N14 N31 N32 N33 N34 N35 N36
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,30,99389,29,S40 N39 G S04 N19 G N02 S20 G N29 S38 G S26 N20 G S29 S14 G S12 S33 G S24 N16 G S32 N35 G N22+ N32+ G,S36 S37 S38 S39 S40 N30 N31 N14 N15 N16 N17 N35 N36,
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,44,259225,74,S09 S11 G N25 S13 G N22 S23 G N06 N37 G S20 S30 G S01 N07 G N07 N01 G S18 N28 G S08 S10 G N01 N19 G N06 S18 G S05 S19 G S19 S09 G S23 N12 G S19 N23,,N23 N24 N25 N09 N10 N02 N03 N13 N14 N31 N32 S22 S23
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,18,59685,13,N04 S28 G S23 S24 G S09 S08 G S35 S09+ G S02 S23 G S07 N33 G,N02 N03 N04 N16 N15 N33 N34 S24 S25 S09 S10 S02,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,21,64147,26,N25 S16 G S39 N39 G N16 N31 G S36 S35 G S14 N36 G N33 N35 G S34+ S14 G,,N14 N31 N30 S40 S39 S20 S19 S05 S04 S16 S15 S14
