Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,25,84893,44,S38 N29 G S20 S39 G N31 S20+ G S33 S40 G N35 N30+ G N22 S40 G S04 S39 G S17 N28 G S39,S36 S37 S38 S39 S40 N30 N31 N32 N33 N34 N35 N36,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,27,97014,12,N16 N40 G S34 N22 G N20 N06 G S02 S06 G N32 N07 G S05 S11 G S19 S22 G S29+ S19+ G S07 S13 G,N19 N05 N04 N16 N15 N33 N32 S22 S21 S06 S20 S19,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,33,109547,36,N38 S10 G S31 N14 G S33 S34 G S16 S03 G S29 N16 G N35 N05 G S02 N04 G N02 S03 G S12 N05 G S19 N04 G N05 N04 G,,N08 N23 N24 S34 S35 S17 S18 S19 S05 S01 S07 S08
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,22,77336,8,N13 N23 G N29 S32 G N20 N21 G N38 S40 G N26 N11 G S20 S30 G N39 N40+ G N39,,N38 N39 N40 N21 N22 N23 N08 N09 N10 N11 N27 N28 S38
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,30,101172,20,N22 S33 G S29 S14 G N16 N05 G S05 S38 G N38 N31 G N20 N39 G S16 S17 G S17+ S24 G N10 S26 G S26+ S10 G,N23 N22 N21 N40 N39 N38 N37 N36 N35 N34 S24 S23,
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,24,130650,65,S05 S38 G N07 N01 G S03 N24 G N19 N04 G N27 N09 G S17 N32 G S08 N06+ G S23 S21 G,,N18 N19 N20 N06 N07 N08 N09 N25 N26 S36 S37 S18
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,21,113143,28,N30 N10 G S28 S40 G N31 N19 G S18 S31 G S32 S03 G S19 S14 G S16 S04 G,,N11 N10 N02 N01 N05 N19 N20 N39 N38 S28 S27 S11
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,27,92120,69,S01 S06 G S25 S39 G S27 N17 G S19 S18 G N19 N27 G N39 N38 G S04+ S18 G S05 S26 G N29 N09 G,N38 S28 S29 S12 S13 S03 S04 S16 S17 S18 S37 S38,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,19,139479,12,N16 S05 G N05 N38 G N29 S18 G N36 S26 G N24 N26 G N09 N13 G N37,S28 N38 N37 N18 N17 N16 N15 N14 N13 N12 N29 N28,
Parallel MCTS,Monte Carlo Tree Search,One,Normal,19,148444,65,S05 N39 G N13 S08 G S35 N24 G S24 S26 G N36 S10 G S10+ S09+ G S09,S36 S35 S17 S16 S04 S05 S01 S07 S08 S09 S25 S26 N36,
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,27,152870,66,S18 S19 G N36 S36 G N28 S22 G S35 N05 G S33 N40 G N38 N34 G S25 S14 G S25 S24 G S24 N15 G,,N21 N40 S30 S31 S14 S13 S03 S02 S01 S07 S06 S21
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,22,103850,15,N15 S22 G N12 S11 G N03 S13 G S09 S31 G N30 S38 G N35 N25 G N37 S10 G S40,,N10 N11 N27 N28 S38 S39 S40 S21 S22 S23 S08 S09 S10
Parallel MCTS,Parallel MCTS,One,Normal,25,162509,65,S05 S19 G N36 N34 G N01 S12 G S08 S06 G S14 S20+ G S06 S10 G N22 S11+ G S09+ S07 G N22+,N01 N07 N08 N23 N22 S32 S31 S14 S15 S16 S04 S03 S02 S01,
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,21,70153,13,N04 S02 G S24 S32 G N20 N15 G S15 S33 G S14 N13 G S16 S37 G N13 N12 G,N13 N03 N04 N05 N19 N20 N06 N21 N22 S32 S31 S14 S13,
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,21,154779,11,N12 N16 G N10 S23 G S28 S27 G S34 N35 G N25 N24 G N21 N33 G S15 N33 G,,N33 N15 N16 N04 N03 N02 N10 N09 N25 N24 S34 S33
Monte Carlo Tree Search,Parallel MCTS,One,Normal,30,172925,60,S16 S17 G S04 S19 G N31 S29 G S04 S17 G N20 N15 G N18 N03 G N14+ S05 G N01 S38 G N19 S17 G N05 S17 G,N14 N13 N12 N29 N28 S38 S37 S18 S17 S16 S15 S14,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,31,152932,63,S17 N18 G N07 S23 G S20 S07 G S25 S26 G S34 S21 G N26 S30 G N36 N34 G S31 S26 G S24 N30 G S12 S31 G S28,S36 S35 S34 S33 S32 S31 S30 S29 S28 S27 S26 N36,
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,27,149715,52,S26 S34 G N20 N19 G S20 N37 G S38 S36 G S18 N27 G N17 N35 G S36 N17+ G S07 S16 G S09+ N16+ G,,N15 N16 N17 N18 N37 N38 N39 N40 N21 N22 S32 S33 S15
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,27,97003,14,N17 N04 G S39 S20 G N32 S39+ G N39 N28 G N13 N14 G N12 N20 G N20 S06 G N07 N06 G N22 S01 G,,N01 N02 N03 N13 N14 N31 N30 S40 S21 S06 S07 S01
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,30,111384,45,N28 S38 G N30 N13 G S35 N17 G N15 N32 G S04 S16 G S14 S04+ G N14 S15 G S16 S32 G N31 S09 G S31+ N33 G,N33 N32 N31 N14 N13 N03 N02 N10 N09 N25 N24 S34 S33,
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,30,97647,66,S18 S23 G N29 N30 G S30 S16 G S35 S05 G S02 S12 G N15 S10 G S27 S28 G N09 N26 G N10 N02 G N09+ S14 G,,N08 N09 N10 N02 N03 N13 N14 N15 N33 N34 S24 S23 S08
Parallel MCTS,Parallel MCTS Beeline,One,Normal,30,129538,8,N13 N03 G N31 N14 G N18 N35 G N33 N08 G S31 N27 G N28 N11 G N29+ N10 G N26 S17 G N16 S37 G S21 N39 G,N18 N19 N20 N39 N40 S30 S31 S14 S15 S16 S17 S18,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,36,179760,72,S10 S08 G S27 S03 G N36 S18 G S14 S35 G S25 S16 G N02 S30 G N29 S32 G N10 S16 G S16 S04 G N26 N23 G S16 N11+ G S39+ N14 G,,N07 N01 N02 N10 N11 N27 N26 S36 S37 S38 S39 S20 S06 S07
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,36,109601,57,N40 S36 G N03 N10 G N29 N06 G N23 S34 G S23 N25 G S09 N09+ G N24 N02 G N36 S26 G S26+ N25 G S25 N25 G S12+ S25 G N26 N35 G,N11 N27 N28 N29 N30 S40 S21 S22 S23 S24 N34 N35 N36 S26 S27 S11,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,43,134724,26,N25 N10 G S36 N26 G N03 N07 G N12 N29 G N21 N22 G S33 S24 G S02 S09 G N32 N23 G N23 S22 G N14 S10 G S26 N35 G N25 N03 G S19 S27 G S27 S05+ G N11,N11 N27 N28 S38 S39 S20 S19 S05 S01 S02 S10 S11,
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,19,76812,15,N15 N31 G N09 S22 G N20 S06 G N21 S40 G S31 N38 G S12 N05 G S40,N39 N20 N19 N05 N04 N16 N15 N33 N32 S22 S21 S40 S39,
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,21,82555,62,S15 S23 G N18 S20 G N07 N21 G S21 N20 G N38 N02 G N03 S29 G S02 S10 G,,N10 N02 N03 N04 N16 N17 N35 N34 S24 S25 S09 S10
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,21,83648,61,S04 S37 G S15 N28 G S21 S28 G S39 S21+ G S12 N40 G N22 N32 G S01+ S31 G,,N38 N39 N40 S30 S31 S32 S33 S34 S35 S36 S37 S38
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,22,86361,11,N12 N07 G N17 N23 G S21 N27 G N09 S36 G S39 S23 G S35 S08 G S33 S11 G S08,,N08 N07 N01 N05 N19 N18 N17 N35 N34 S24 S23 S08
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,18,89935,7,N09 S34 G S09 N39 G N29 N06 G S32 N05 G N19 S29 G S20 S28 G,S28 N38 N39 N20 N19 N05 N01 N02 N10 N11 N12 N29 N28,
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,18,89960,15,N15 S23 G N38 N20 G S32 N21 G N11 S40 G N39 S20 G S30 N05 G,N39 N20 N19 N05 N04 N16 N15 N14 N31 N30 S40 S39,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,19,91182,43,S33 N08 G S22 N27 G N03 N37 G N12 N11 G S35 N15 G N19 S04 G N12,N04 N03 N13 N12 N11 N27 N26 S36 S35 S17 S16 S04,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,24,92860,22,N21 S36 G N03 S03 G N10 S30 G S32 N28 G S28 N39 G S39 N40 G N30 S40 G N40 S22 G,,S40 S39 S38 S37 S36 S35 S34 S33 S32 S31 S30 N40
Monte Carlo Tree Search,Parallel MCTS,One,Normal,19,93696,11,N12 S14 G N05 N33 G N25 S24 G N23 N35 G S36 N36 G S35 N26+ G N36,S36 N26 N27 N11 N12 N13 N14 N15 N33 N34 N35 N36,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,27,97764,22,N21 N35 G S39 S10 G S21 S08 G S20 S01 G S07 S12 G S17 S27 G S28 N38 G N30 N31 G N03 N15 G,N07 N06 N21 N40 S30 S29 S28 S27 S11 S10 S02 S01 S07,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,19,99458,40,S34 N31 G N18 S40 G S11 N29 G S38 N27 G S30 S29 G S13 S30+ G S29,N11 N27 N26 S36 S35 S34 S33 S32 S31 S30 S29 S12 S11,
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,21,99519,79,S14 S39 G N34 S37 G N11 N02 G S12 N13 G N29 S17 G S34 S18+ G S17 N33+ G,N14 N13 N12 N11 N27 N26 S36 S35 S17 S16 S15 S14,
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,22,100273,46,S39 N31 G N28 S02 G S30 N40 G N37 N38 G S38 S27 G S12 S13 G S25 N34 G N35,,N26 N27 N11 N12 N13 N14 N15 N33 N34 N35 N36 S26
Monte Carlo Beeline 4,Parallel MCTS Beeline,Two,Normal,22,100484,15,N15 N23 G S31 S01 G S29 S03 G S10 S11 G S04 N30 G S09 S02 G S24 S02 G S13,,N09 N25 N24 S34 S33 S15 S14 S13 S03 S02 S10 S09
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,28,102078,15,N15 N04 G N36 S09 G S14 S23 G S25 N09 G S25 S03 G S12 S39 G S18 N29 G S28 S13 G S40+ N38+ G S13,,N03 N04 N16 N17 N35 N36 S26 S27 S11 S12 S13 S03
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,22,103169,70,S06 S05 G S25 S10 G S30 S08 G N17 S18 G N04 N16 G S14 S16 G S16 N05 G N19,,N05 N19 N18 N17 N35 N34 S24 S23 S08 S07 S01 S05
Parallel MCTS,Parallel MCTS,Two,Normal,22,109135,28,N30 S13 G N20 S04 G S31 S39 G N11 N07 G S06 N03 G S28 N04 G N04+ N03+ G N04,,N11 N10 N02 N03 N04 N05 N19 N20 N39 N38 S28 S29 S12 S11
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,30,112798,15,N15 N04 G N36 N02 G N23 N11 G S03 S04 G N13 N03 G S03+ S05 G N03 N01 G N10 N09 G S01 S16 G N02 S40 G,,N02 N01 N05 N19 N20 N39 N38 S28 S27 S11 S10 S02
Parallel MCTS Beeline,Parallel MCTS,One,Normal,24,114011,30,N29 S28 G S16 N37 G S23 N27 G N35 S35 G N25 N17 G S27+ S13 G N10 N08 G S31 N11 G,N09 N10 N11 N12 N29 N30 S40 S21 S22 S23 S08 S09,
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,27,118720,62,S15 S01 G N14 S06 G N33 S39 G N35 S19 G N32 S05+ G S18 S11 G N04 N28 G N15 S19 G S19 N15+ G,,N18 N17 N16 N15 N14 N13 N12 N29 N28 S38 S37 S18
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,28,119015,12,N16 S23 G N12 S21 G N14 N20 G N32 N33 G S05 N30 G N32 N31+ G S22 N07 G N32 N31 G N09 N02 G N02,,N38 N39 N20 N06 N07 N01 N02 N10 N11 N27 N28 S38
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,34,121111,57,N40 S14 G N08 N24 G S33 N22 G N12 N10 G S02 N01 G S05 N14 G S20 S16 G N21 S31 G S15 S12+ G S31 N06 G N06 S18 G N08,,N03 N02 N01 N07 N08 N23 N22 S32 S31 S14 S13 S03
Parallel MCTS,Monte Carlo Tree Search,One,Normal,31,130863,59,S29 S31 G S02 N22 G N34 N40 G N06 S04 G N29 S03+ G N14 S32 G S03 S40 G N14+ N03 G N03+ N16 G S13 N17+ G N16,N11 N12 N13 N03 N04 N16 N17 N35 N36 S26 S27 S11,
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,30,133120,3,N06 N39 G N01 N07 G S15 S01 G N29 N19 G N17 S32 G N01 S27 G S11 S13 G S21 S06 G S40 S22 G S13 S34 G,,N13 N12 N29 N30 S40 S21 S06 S07 S01 S02 S03 S13
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,33,133979,7,N09 N02 G N28 N12 G S09 N31 G S37 S40 G S13 S14 G N29 S17 G S30 N40 G S35 S29 G S35 N36 G N30+ N35 G N18 S39 G,,N39 N20 N19 N05 N04 N03 N13 N12 N29 N28 S38 S39
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,18,57253,62,S15 N38 G S06 S38 G N30 S36 G S09 S18 G S39+ N31 G S05 S30 G,N30 S40 S39 S38 S37 S18 S17 S16 S15 S14 S31 S30,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,19,58438,53,N36 S14 G N08 N10 G N04 N27 G S09 S10 G S11 S12 G S12+ S10+ G S09,N10 N02 N03 N04 N16 N17 N35 N36 S26 S25 S09 S10,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,21,67328,74,S09 N08 G N32 N17 G N03 N04 G S39 N03+ G S05 S24 G S26 N36 G S26 N28 G,N02 N03 N04 N16 N17 N35 N36 S26 S25 S09 S10 S02,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,21,67328,70,S06 N01 G S30 S32 G S04 S34 G S22 N21 G S15 N20 G S33 S21+ G S16+ N38 G,N21 N22 S32 S33 S15 S16 S04 S05 S19 S20 S06 S21,
Monte Carlo Tree Search,Parallel MCTS Beeline,Two,Normal,22,68654,64,S19 S23 G N12 S11 G N38 S28 G N25 N38+ G N31 S02 G S03 N33 G S14 S40 G N30,,N25 N26 N27 N28 N29 N30 S40 S21 S22 S23 S24 S25
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,22,69523,62,S15 S20 G S27 S07 G N12 N33 G S05 S37 G S29 N28 G N10 N26 G N11+ S02 G S28,,N38 S28 S27 S11 S10 S02 S01 S05 S19 S20 S39 S38
Parallel MCTS,Parallel MCTS,One,Normal,24,76931,44,S38 N12 G S21 S06 G N10 S36 G N22 N27 G S25 N11+ G N37 N27 G N28 N10 G S40 N09+ G,N01 N02 N10 N11 N27 N28 S38 S39 S20 S06 S07 S01,
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,24,76988,46,S39 S24 G N06 N01 G S04 S19 G N19 N18 G N22 S28 G S06 N11 G S27 S36 G S27 S17 G,,N06 N20 N39 N38 S28 S27 S26 S25 S09 S08 S07 S06
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,24,77036,53,N36 N35 G N01 N33 G N36+ S14 G N21 S03 G N12 N14 G N03 N15+ G N31 N29 G N13 N29 G,N11 N12 N29 N30 N31 N32 N33 N34 S24 S25 S26 S27 S11,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,24,77156,53,N36 S32 G N02 S03 G S17 S27 G S25 N32 G S29 S28 G N29 N06 G S29 N23+ G N05+ N39 G,,N30 N29 N12 N11 N10 N09 N08 N23 N22 S32 S31 S30
Parallel MCTS Beeline,Parallel MCTS,One,Normal,25,77942,55,S25 S19 G S12 N19 G S04 S08 G N25 N22 G S15 N06 G N21 N40 G S36 N38 G N06 N20 G N21,N04 N05 N19 N20 N39 N40 N21 N22 S32 S33 S15 S16 S04,
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,25,78236,62,S15 N18 G N25 N07 G N10 N21 G N30 N23 G N08+ S03 G N14 N27 G N15 S18 G N32 S04 G N04,N04 N03 N02 N10 N09 N08 N23 N22 S32 S33 S15 S16 S04,
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,27,85124,52,S26 N27 G S02 S01 G S36 N07 G S20 N21 G N19 S34 G S23 S08 G N32 N01+ G N23 N22+ G S30 S02+ G,N22 N21 N40 S30 S29 S28 S27 S26 S25 S24 S23 S22,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,27,85616,3,N06 S16 G N28 S12 G N03 N01 G S14 S08 G N30 N13 G N13 N12 G N30+ N23 G S06 S23+ G N25 N12 G,N21 N40 S30 S29 S28 S27 S11 S10 S09 S08 S23 S22 S21,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,27,86544,34,N33 S04 G N27 S19 G S15 S06 G N39 S11 G N10 N23 G S26 S09 G N25 S23 G N25 N30 G S25 S35 G,,N38 N39 N40 N21 N22 N23 N24 N25 N26 N27 N28 S38
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,27,86578,53,N36 N22 G S01 S31 G S33 S29 G N17 N06 G S40 S39 G N27 S13 G S11 S12+ G S19+ S13 G N02 N10 G,,N10 N11 N27 N28 S38 S39 S20 S19 S05 S01 S02 S10
Parallel MCTS,Monte Carlo Tree Search,One,Normal,27,86593,64,S19 S09 G S39 S21 G N35 N32 G S30 S23 G N24 S07 G S20 S06+ G S20 S23 G N01 S22+ G S23 N29 G,N23 N24 S34 S35 S17 S18 S19 S20 S06 S21 S22 S23,
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,28,86926,72,S10 S39 G N25 S37 G S21 S08 G N27 N28 G N36 S19 G S17 N14 G S34 S04 G S34 S35 G S35 S15 G S33,,N08 N23 N24 S34 S33 S15 S16 S04 S05 S01 S07 S08
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,28,87052,53,N36 S07 G S27 N27 G N40 N39 G S35 S20 G N06 S09 G N03 S26 G N19 N01 G N24 S16 G S22 S15 G S16,,N23 N24 S34 S35 S17 S16 S04 S03 S02 S10 S09 S08 S23
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,28,89818,53,N36 N35 G N06 N01 G S15 S36 G N12 N23 G N19 S34 G N15 S10 G N14 N20+ G N18 N31 G N14 S32 G N14,,N18 N17 N16 N15 N14 N13 N12 N29 N28 S38 S37 S18
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,30,96350,53,N36 S08 G S35 S01 G N24 S34 G S27 N31 G S29 S28 G S30 S38 G S12 N39 G S39 S26 G S37 N29 G N29 S07 G,,N25 N26 S36 S35 S34 S33 S32 N22 N21 N40 N39 N38 S28 S27 S11 S10 S09 S25
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,31,96647,17,N05 N38 G S32 N32 G S37 S19 G S21 S22 G S08 N15 G N08 S04 G S10 N13 G N27 N26 G N29 N27+ G N17 N16 G N15,N10 N02 N03 N04 N16 N15 N33 N34 S24 S25 S09 S10,
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,31,98937,60,S16 S20 G S02 S38 G S12 S28 G S18 S09 G S22 S36 G N11 S37+ G S10 S24 G S37 S25+ G N04 S24 G S08 N25 G S24,S32 S31 S14 S13 S12 S11 S10 S09 S25 S24 S23 S22 N32,
Monte Carlo Beeline 4,Parallel MCTS Beeline,Two,Normal,34,105921,62,S15 S29 G N33 N31 G S06 S32 G S40 N35 G S24 S08 G S18 S10 G N24 N10 G N08 N11 G N25 S09 G N11 S22 G N01 S17 G N09,,N11 N10 N09 N08 N07 N06 N21 N40 S30 S29 S12 S11
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,40,125180,60,S16 S34 G N18 S36 G N10 S18 G S25 S17+ G N36 S35 G S35 N22 G S06 N07 G N08 N04 G N08 S01 G S32 S07+ G S07+ N08 G S01 S05 G S20 S01 G N05,,N08 N07 N01 N05 N19 N18 N17 N35 N34 S24 S23 S08
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,19,59597,29,S40 N05 G S12 S13 G S05 S12+ G S31 N33 G S35 S34 G S24 S16 G S15,N15 N33 N32 S22 S21 S06 S20 S19 S05 S04 S16 S15,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,19,62571,29,S40 S37 G N03 N11 G N07 S38 G N29 N12 G S13 N09 G S02 N10+ G N02,N06 N07 N01 N02 N10 N11 N12 N29 N30 S40 S21 S06,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,21,62979,29,S40 S39 G N06 N02 G S19 S22 G S01 N26 G S16 S13 G N16 S37 G S37 N05 G,N04 N03 N02 N10 N11 N27 N26 S36 S37 S18 S17 S16 S04,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,21,67366,29,S40 S39 G N09 N05 G N13 S13 G N20 S01 G S08 N26 G N07 S21+ G S40+ S36 G,N01 N02 N03 N13 N14 N31 N30 S40 S21 S22 S23 S08 S07 S01,
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,21,67440,75,S11 S39 G N15 N16 G S16 S26 G N35 N27 G S36 S37 G S37+ S24 G N31 S22 G,,S36 S37 S38 S39 S40 S21 S22 N32 N33 N34 N35 N36
Monte Carlo Tree Search,Parallel MCTS Beeline,Two,Normal,22,68359,29,S40 S35 G N29 N04 G N32 N15 G N13 S15 G N35 N17 G N16 N31+ G N35+ S16 G N14,,N16 N15 N14 N13 N12 N11 N27 N26 S36 S35 S17 S16
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,22,68731,29,S40 N12 G N36 N16 G N20 N05 G N14 N34 G S18 S17 G N19 S11 G S36 N02 G N18,,N27 N11 N10 N02 N01 N05 N19 N18 N37 N36 S26 S27
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,24,76913,6,N11 S34 G S27 S25 G N15 N02 G S05 N09 G S21 N14 G N10 N27+ G N37 S26 G N25 N10 G,N08 N09 N10 N11 N12 N29 N30 S40 S21 S22 S23 S08,
Parallel MCTS,Monte Carlo Tree Search,One,Normal,24,77052,38,N37 N39 G N04 S30 G N15 S28 G N11 N01 G S11 S13 G N08 S29 G N28 N40 G N30 S27 G,S32 S31 S30 S29 S12 S11 S27 S26 N36 N35 N34 N33 N32,
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,24,77047,29,S40 N06 G S11 N01 G N08 S22 G S06 N22 G S30 N40 G S33 N22+ G S28 N38 G N40 N09+ G,,N21 N40 N39 N38 S28 S27 S11 S10 S09 S08 S07 S06 S21
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,24,77069,29,S40 S39 G N09 S01 G N13 N03 G S03 S16 G S32 S33 G N17 S32+ G S18 S04 G S04 S19 G,N15 N14 N31 N32 S22 S21 S06 S07 S01 S05 S19 S18 S17 S16 S15,
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,25,77554,7,N09 N02 G S09 N13 G N35 N11 G N40 S29 G N28 N29 G S13 N06 G S40 N32 G S31 S34 G N19,N34 N35 N17 N18 N19 N20 N06 N07 N08 N23 N24 S34,
Parallel MCTS,Parallel MCTS,One,Normal,25,78767,67,S20 N07 G N35 S25 G N26 S38 G S23 N33 G S35 S17 G N12 S35+ G N30 S24 G N34 S08 G S37,N25 N26 S36 S37 S18 S19 S20 S06 S07 S08 S09 S25,
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,27,86542,11,N12 N13 G S21 N04 G N38 N10 G S05 N13 G N03 S27 G N18 S16 G S36 S30 G S04+ S12 G N17 S14 G,N17 N16 N04 N03 N13 N12 N11 N27 N26 S36 S35 S17,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,27,86584,76,S13 S15 G S01 S17 G S04 S29 G S24 S27 G S26 S10 G S12 S11 G N12 S10+ G S12+ S37+ G N13 N22 G,,N22 S32 S31 S30 S29 S12 S11 S10 S09 S08 S23 S22
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,28,86772,29,S40 S25 G N03 N16 G N06 N33 G N14 N10 G S11 S10 G S03 S11+ G S10 S02 G S07 S10+ G N25 S07+ G S02,,N03 N13 N14 N31 N32 S22 S23 S08 S07 S01 S02 S03
