Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,25,89549,61,S04 N01 G S15 N12 G N17 N16 G S39 S37 G S32 N24 G S19 S17 G S34 S38 G S16 S36+ G S13,N13 N12 N11 N27 N26 S36 S37 S18 S19 S05 S04 S03 S13,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,18,100155,61,S04 N07 G S39 S38 G N12 S27 G S30 S18 G S13 S12 G N38 S10 G,N13 N12 N29 N28 S38 S37 S18 S19 S05 S04 S03 S13,
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,28,98993,13,N04 N11 G N15 N24 G N34 N35 G S17 N13 G S14 N12+ G S03 S38 G S27 S36 G S29 N26 G N38 N39 G N26,,N16 N15 N14 N31 N30 N29 N12 N11 N27 N26 S36 S35 S17 S16
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,18,102141,73,S02 N12 G N17 S16 G S16+ S26 G S09 S05 G S34 N04 G N09 S29 G,,N27 N11 N12 N13 N03 N04 N16 N17 N35 N36 S26 S27
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,31,120184,25,S36 S03 G N19 N01 G N15 N04 G N34 N17 G N05 S19 G N38 N12 G S29 N11 G N13 S27 G S30 N13 G N30 S32 G S31,N26 S36 S35 S34 S33 S32 S31 S30 S29 S28 S27 S26,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,21,113402,13,N04 N24 G N39 S03 G S10 N35 G N29 S05 G N34 S36 G N36+ S25 G S24 S33+ G,,N26 N25 N24 N23 N22 N21 N40 N39 N38 N37 N36 S26
Monte Carlo Tree Search,Parallel MCTS,One,Normal,24,129821,2,N08 S32 G S38 S37 G S20 N11 G S17 S34 G N23+ N21 G S01 N20 G N10 S29 G S03 S34+ G,N06 N07 N08 N09 N25 N26 S36 S37 S18 S19 S20 S06,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,28,98667,9,N03 N13 G N35 N31 G S13 S02 G S18 S04 G S24 S25 G S31 S05 G N14 S20 G S08 S06 G N07 N37+ G S06,,N18 N37 N36 S26 S25 S09 S08 S07 S06 S20 S19 S18
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,22,134636,20,N22 S33 G N08 S11 G S09 N13 G N24 N10 G S30 S05 G S29 N26 G S01 N01 G N01+,,N05 N01 N07 N08 N23 N24 S34 S33 S15 S16 S04 S05
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,27,145665,53,N36 S26 G N15 N21 G N13 N03 G N23 S24 G N11 S33 G N17 N03 G N03+ S13 G S03 N25 G N07+ S34+ G,,N09 N25 N24 S34 S33 S15 S14 S13 S03 S02 S10 S09
Parallel MCTS,Parallel MCTS,One,Normal,19,149070,20,N22 S30 G S09 S14 G N03 N13 G S21 N10 G S27 S04 G N17 N13 G N03,N13 N03 N02 N10 N09 N08 N23 N22 S32 S31 S14 S13,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,25,127876,37,S28 N09 G N10 N03 G N07 S11 G S26 S13 G S12 N17 G N20 S19 G S39 N30 G N21 S37 G S04,N37 N38 S28 S29 S12 S13 S03 S04 S05 S19 S18 S37,
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,24,123968,16,N19 N40 G S37 N23 G N36 N31 G N16 S04 G S33 N07 G N02 S10 G S10+ S02 G N07 S15+ G,,N30 N31 N14 N13 N03 N02 N01 N07 N06 N21 N40 S30
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,34,122238,40,S34 S36 G S15 N36 G N21 N38 G N34 S29 G N14 N02 G S11 N11 G N09 S31 G N29 S30+ G S28 S32 G S25 S33 G N12 S31 G N35,,N35 N34 S24 S25 S09 S10 S02 S03 S04 S16 S17 S35
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,25,168816,20,N22 S40 G S20 S32 G N19 N02 G N06 S07 G S04 S05 G N39 S09 G S03 S02 G S10 S01 G S02,N23 N22 S32 S31 S14 S13 S03 S02 S01 S07 S08 S23,
Parallel MCTS Beeline,Parallel MCTS,One,Normal,25,155346,45,N28 N07 G S37 N11 G S07 S33 G S21 S39 G S19 S02 G S09 N04 G S05 S03 G N02 S14 G S04,N04 N03 N13 N12 N29 N28 S38 S39 S20 S19 S05 S04,
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,22,75131,28,N30 S21 G S37 S23 G N10 N32 G N15 S39 G N21 S19 G S16 N16 G S20 S16+ G S20,,N15 N33 N32 S22 S21 S06 S20 S19 S05 S04 S16 S15
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,36,126052,31,N31 S37 G S07 N26 G S25 N11 G N28 N02 G S12 S11 G S10 S09+ G S02 N10 G S02 S10 G S10+ S12 G S15 N16+ G S14+ N06 G S12 S36 G,N08 N07 N01 N05 N04 N16 N17 N35 N34 S24 S23 S08,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,21,98774,55,S25 N33 G S01 S40 G N11 S23 G N21 S07 G S07 S06 G N05 S21+ G S07+ S22 G,N27 N11 N12 N29 N30 S40 S21 S06 S07 S08 S09 S25 S26 S27,
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,27,91122,47,S37 N11 G S06 N30 G S28 S14 G N32 S22 G S32 S24 G S34 N24 G S09 S08 G S34+ S10 G S02 N26 G,,N01 N02 N03 N13 N14 N15 N33 N34 S24 S23 S08 S07 S01
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,24,97937,25,S36 N19 G N23 S14 G S27 S17 G S24 S34 G N35 S12 G S29 S13+ G S28+ N07 G N32 S19 G,N26 S36 S35 S34 S33 S15 S14 S13 S12 S11 S27 S26,
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,25,101689,50,S23 N32 G S20 N30 G S21 S28 G S07 N26 G N31 N28 G N11 N27 G N27+ N28 G N28 N12+ G N12+,N25 N26 N27 N11 N12 N13 N14 N31 N32 S22 S23 S24 S25,
Parallel MCTS Beeline,Monte Carlo Beeline 3,One,Normal,30,132959,38,N37 N07 G S28 N02 G N26 N11 G S01 S30 G S10 S09 G N39 S26 G N10 N22 G S26 S25 G N09 N16 G N16 N19 G,N35 N17 N18 N19 N05 N04 N03 N02 N10 N09 N25 N26 S36 S35,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,40,122779,14,N17 N38 G N04 N16 G N20 N19 G S13 N18+ G N27 N13 G S21 S02 G S05 S36 G N20 N30 G N39 N37 G N37 S25 G N29+ N26 G N11 N38 G N38 N10 G N27,,N11 N27 N26 S36 S35 S34 S33 S15 S14 S13 S12 S11
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,36,130471,47,S37 N01 G N30 N12 G N16 N14 G S13 N03 G S02 S05 G N13 S04 G N03 N04 G S04 S03 G S16 S04+ G N16 N15 G N15+ S03 G S15+ N03 G,,N05 N19 N20 N39 N40 S30 S31 S14 S13 S03 S04 S05
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,19,59653,22,N21 S34 G N05 S04 G S28 S11 G S13 S25 G N08 S22 G N10 N09 G S27,N09 N08 N07 N06 N20 N39 N38 S28 S27 S26 S25 S09,
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,21,67400,66,S18 N04 G S26 N02 G S30 S05 G S10 N35 G S33 N37 G S39 N19 G N28 N19 G,,N04 N05 N19 N18 N37 N38 S28 S27 S11 S10 S02 S01 S05 S04
Parallel MCTS Beeline,Monte Carlo Tree Search,One,Normal,19,68690,29,S40 N36 G S02 S34 G S27 S36 G N23 S09 G S08 S29 G N12 S26 G N28,S28 S27 S26 S25 S09 S08 S07 S06 S20 S39 S38 N28,
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,21,68956,66,S18 S29 G N23 N10 G S24 N27 G N25 S36 G N29 N26 G S34 S27 G S27 N11 G,,N11 N27 N26 N25 N24 S34 S33 S32 S31 S30 S29 S12 S11
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,21,72122,72,S10 N29 G N16 N40 G S37 S27 G N35 N36 G S29 N35+ G N36 S21 G N26 S28+ G,,N27 N11 N12 N13 N03 N04 N16 N17 N35 N36 S26 S27
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,22,73631,1,N01 N07 G N27 N23 G N01+ S02 G S18 S11 G S15 S04 G N13 S13 G S09 N13+ G S13,,N13 N12 N29 N28 S38 S37 S18 S19 S05 S04 S03 S13
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,22,69111,77,S03 N34 G N39 N40 G S39 S31 G S29 S33 G S22 S23 G N32 N40 G N24 N10 G S30,,N31 N32 N33 N34 N35 N36 N37 N38 S28 S29 S30 S31
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,22,78334,29,S40 N02 G N39 S11 G S01 N29 G S28 N37 G S31 S30 G N19 S31+ G N22 S13 G S29,,N29 N12 N13 N03 N04 N05 N19 N20 N39 N40 S30 S29
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,22,78558,34,N33 S07 G S26 N18 G N40 S38 G N16 N27 G N35 N36+ G S28 N37+ G N36 N35 G N28,,S28 S27 S26 S25 S09 S08 S07 S06 S20 S39 S38 N28
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,21,81742,22,N21 N25 G N37 S39 G S05 N01 G S14 S34 G N19 N04 G N24+ S33 G N16 N18+ G,,N26 N25 N09 N10 N02 N01 N05 N19 N18 N37 N36 S26
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,21,81826,1,N01 N02 G N10 S32 G S04 S05 G N17 N04 G S04+ N21 G N14 N23 G N22+ N15 G,N04 N05 N01 N07 N08 N23 N22 S32 S33 S15 S16 S04,
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,22,68127,64,S19 S01 G N31 S08 G N17 S06 G S16 S04 G N09 S13 G N19 N03 G S03 S21+ G S03,,N13 N14 N31 N30 S40 S21 S06 S07 S01 S02 S03 S13
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,22,85657,21,S32 N39 G S03 S28 G S36 S30 G S12 S14 G S40 S38 G S31 S11 G N29 S13 G N05,,N05 N19 N20 N39 N40 S30 S29 S12 S13 S03 S04 S05
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,27,85839,3,N06 N33 G N11 N02 G S15 N22 G S11 N14 G N30 N40 G S30 S21 G N31 N14 G N24 S25 G N14 N13 G,,N11 N27 N26 N25 N24 N23 N22 N21 N40 S30 S29 S12 S11
