Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,22,72566,39,N39 S26 G S14 S11 G S08 S28 G S29 N35 G S35 N23 G N36+ N24 G N34 N18 G N24,,S24 S25 S26 S27 S28 S29 S30 S31 S32 N22 N23 N24
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,21,67736,67,S20 S10 G S15 N33 G S25 S38 G S22 S23 G N18 S09+ G N08 S28 G S08 N35 G,N19 N18 N17 N16 N15 N33 N34 S24 S23 S08 S07 S06 S20 S19,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,30,102958,26,N25 N03 G S38 N14 G N12 N11 G S09 S26 G N27 N35 G N12 N11 G N34 S11 G N29 S29 G N12 N11 G N12 S27 G,,N11 N12 N29 N30 S40 S21 S06 S07 S08 S09 S10 S11
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,18,104565,74,S09 S08 G S15 S16 G S04 S19 G S35 N35 G S17+ N18 G S06 N09 G,N17 N35 N36 S26 S25 S09 S10 S02 S03 S04 S16 S17,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,21,113448,47,S37 N18 G S39 S38 G N16 N15 G S25 N13 G S04 N33 G S32 N21 G N06 N25 G,N03 N13 N12 N29 N28 S38 S37 S18 S19 S05 S04 S03,
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,18,82699,13,N04 N37 G S24 S04 G N10 N31 G S30 S32 G S22 N39 G N33 N26 G,,N30 N31 N32 N33 N34 N35 N36 N37 N38 S28 S29 S30
Parallel MCTS,Parallel MCTS,Two,Normal,22,139795,20,N22 N01 G S38 N12 G N36 S13 G S20 N23+ G N38 N25 G N09 S36 G S34 N39 G S36,,N19 N05 N01 N07 N08 N09 N25 N26 S36 S37 S18 S19
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,21,115037,1,N01 S37 G N36 N33 G N22 S04 G S23 S24 G N16 S08 G N04 S10 G S13 S01 G,S32 N22 N21 N06 N07 N01 N05 N04 N16 N15 N33 N32,
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,27,143624,20,N22 S32 G N29 N21 G N01 N06 G N39 S23 G S10 S27 G S21 S03 G S35 S18 G S16 N35 G N34 S37 G,,N13 N12 N29 N28 S38 S37 S18 S17 S16 S15 S14 S13
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,31,105046,68,S07 S19 G S12 S04 G S34 S02 G N05 S01+ G S01+ S17 G S15 S16+ G S14 S17 G S15 S14 G N12 S15 G S13 S03 G S15,N23 N24 S34 S33 S15 S16 S04 S05 S01 S07 S08 S23,
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,27,153335,20,N22 N19 G N11 S33 G S01 S07 G S39 S27 G S11 S25 G S17 N02 G N02+ N10+ G S17+ S10+ G S22 N28+ G,,N17 N16 N04 N03 N13 N12 N29 N28 S38 S37 S18 S17
