Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,25,192283,12,N16 N30 G N09 S21 G N21 N33 G S23 N11 G S15 S37 G S04 S36 G S36+ S27 G S17 N15 G N05+,N15 N16 N04 N05 N19 N20 N06 N21 N22 S32 S33 S15,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,25,193382,59,S29 N05 G N24 N23 G S08 S10 G S24 S01 G N10 S06 G N02 S22 G S09 N30 G S11 N27 G N10,N27 N11 N10 N09 N08 N23 N22 S32 S31 S30 S29 S28 S27,
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,22,207562,75,S11 N06 G S17 S24 G S30 N24 G N19 N01 G N12 S34 G S19 N22 G S32 N32 G N22,,N19 N20 N06 N21 N22 N23 N24 S34 S35 S17 S18 S19
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,21,206641,3,N06 S39 G N07 N28 G S17 S06 G S25 N04 G S33 N05 G S10 N19 G S29 S36 G,N16 N04 N05 N19 N20 N06 N21 N22 S32 S33 S15 S16,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,21,237632,41,N24 S01 G N16 N29 G S22 S13 G N20 S29 G N35 S39 G S07+ N35+ G N03 S27 G,N22 N23 N24 N25 N26 N27 N28 N29 N30 N31 N32 S22,
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,25,186749,19,N18 N06 G S27 N08 G S06 N05 G S01 S29 G S14 N38 G N39 S17 G S28 N38 G N29 N22 G S34,N22 N23 N24 S34 S35 S17 S18 S19 S20 S06 S21 S22,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,33,246418,65,S05 N02 G S16 S35 G N20 S20 G S18 N13 G N22 N35 G S28 N16 G N28 N33 G S22 S21 G S21 N29 G S35 N13+ G N30 S35+ G,,N35 N34 S24 S23 S22 S21 S06 S20 S19 S18 S17 S35
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,24,185594,59,S29 N05 G N22 S33 G N26 S36 G N24 S34 G N26+ S36 G S22 N35 G N36 S14 G S32 S13+ G,N34 N35 N36 S26 S27 S11 S12 S13 S14 S15 S33 S34,
Parallel MCTS,Parallel MCTS,One,Normal,19,258597,75,S11 N16 G S39 S16 G S14 S28 G S22 N24 G N09 S34 G N37 N32 G S34,N09 N25 N24 S34 S33 S15 S14 S13 S12 S11 S10 S09,
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,19,150835,73,S02 S09 G S29 S21 G S31 N32 G N21 N40 G N14 S15 G N29 N30 G S07,N30 S40 S21 S06 S07 S01 S02 S03 S13 S14 S31 S30,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,24,257062,6,N11 N20 G N34 S27 G N16 S14 G N18 N33 G S23 N33 G N23 N26 G S35 N01 G N36 S32 G,,N33 N34 N35 N36 N37 N38 N39 N40 S30 S31 S14 S15 S33
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,21,155409,12,N16 N25 G N20 S39 G N36 N35 G S28 S36 G S04 N31 G N27 S27 G S11 S27 G,,N27 N26 N25 N09 N08 N07 N06 N20 N39 N38 S28 S27
