Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,21,151541,78,S12 S23 G S18 S35 G N17 N16 G N36 S05 G N26 S39 G N37 S26 G S26 N35 G,,N38 N37 N36 N35 N34 S24 S23 S22 S21 S40 S39 S38
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,19,133932,17,N05 N39 G N09 N21 G N05+ S32 G N13 N33 G S22 N20+ G N19 N22 G N06,N22 N21 N06 N07 N01 N05 N04 N16 N15 N33 N32 S22,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,18,200777,0,N07 N33 G N28 S28 G S25 S05 G N23 S02 G N20 S01 G S07 N08+ G,N09 N08 N07 N06 N20 N39 N38 S28 S27 S26 S25 S09,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,19,143544,73,S02 S13 G S18 S29 G S40 S07 G S25 S05 G S20 S27 G N13 S12 G S19,N30 S40 S39 S20 S19 S05 S01 S02 S10 S11 S12 S29 S30,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,28,202552,12,N16 S15 G S21 S34 G N21 N23 G S32 S05 G N09 N25 G S18 S17 G S09 S24 G S26 S27 G S11 S17 G S20+,,N22 S32 S33 S15 S16 S17 S18 S19 S20 S06 S21 S22
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,18,181720,58,S31 S35 G S29 S30 G N19 N09 G S11 S04 G N26 N05 G N17 S19 G,N19 N20 N39 N40 S30 S31 S14 S13 S03 S04 S05 S19,
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,22,212396,11,N12 N03 G N32 S03 G S11 S22 G S01 S40 G S20 S19 G N26 N08 G S08 S07+ G S07+,,N01 N05 N04 N16 N15 N33 N34 S24 S23 S08 S07 S01
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,24,167869,60,S16 S11 G S33 N23 G S31 S05 G N19 S18 G N04 N05 G N37 N38 G N36 N37+ G S26+ S15 G,,N01 N05 N19 N18 N37 N36 S26 S27 S11 S10 S02 S01
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,25,221117,53,N36 S25 G S28 N16 G N09 N14 G S33 S38 G S38+ N26 G N02 N03 G N27 N11 G N12 N27 G N27+,N18 N19 N05 N04 N03 N02 N10 N11 N27 N28 S38 S37 S18,
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,27,248341,11,N12 N22 G S19 S35 G N21 N14 G N02 S29 G N10 S10 G S15 N07 G S22 N25 G N13 S25 G N08 N10 G,,N14 N13 N03 N02 N10 N09 N25 N24 N23 N22 S32 S33 S15 S14
