Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,22,96590,23,N23 N11 G S17 S16 G N02 S33 G N15 N14 G S31 N15+ G N14 S36 G S13 S32 G S36,,N33 N15 N14 N13 N12 N11 N27 N26 S36 S35 S34 S33
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,25,109749,75,S11 S02 G S26 S25 G S15 S13 G S30 S39 G N15 N30 G S06 S12 G S14 N13 G N03 N07 G S13,N14 N15 N33 N34 S24 S25 S09 S10 S11 S12 S13 S14,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,28,97735,54,S27 N36 G S08 S24 G N07 N10 G S10 S34 G N27 N11 G S26 N16 G N29 S26+ G S19 N05 G S18 S19+ G S18,,N18 N37 N36 S26 S25 S09 S10 S02 S01 S05 S19 S18
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,19,137743,62,S15 S19 G N25 S37 G N18 N29 G N40 S29 G N38 S27 G S28 S12 G S28,N17 N18 N37 N38 S28 S29 S12 S13 S14 S15 S16 S17,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,27,227243,12,N16 S20 G S29 S30 G S38 N14 G S29+ S09 G S03 S02 G N01 S40 G N21 S22 G N20 S02 G N03 S07+ G,,N12 N13 N14 N31 N32 S22 S21 S06 S07 S01 S02 S10 S11 S12
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,31,235212,20,N22 N20 G N10 N02 G N02+ N13 G N04 S03 G N03+ S14 G S16 N15 G N04 S08 G N33 N32 G N33 N05 G N15 S37 G N05,N22 N23 N08 N07 N01 N05 N04 N16 N15 N33 N32 S22,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,31,242180,26,N25 N26 G N15 N16 G S15 N26+ G N05 N16+ G N10 N34 G S34 N36 G S11 S27 G S09 N23 G N02+ N08 G S38+ S26 G N08,N13 N03 N02 N10 N09 N08 N23 N22 S32 S31 S14 S13,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,21,372989,24,N26 S22 G N09 N31 G S24 S20 G N24 N11 G N33 N38 G S26 S16 G N34+ N29 G,N35 N34 N33 N15 N14 N13 N12 N11 N27 N26 S36 S35,
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,21,351482,28,N30 S17 G S17+ S01 G S13 S19 G N16 S22 G S10 N02 G S11 N29+ G N21 N17+ G,N14 N31 N30 S40 S21 S06 S07 S01 S02 S03 S13 S14,
Parallel MCTS Beeline,Monte Carlo Tree Search,One,Normal,25,383350,12,N16 S10 G N30 S14 G S30 N39 G N02 N13 G S28 N38 G N19 N11 G S36 N26 G S27+ S36+ G N26,N35 N17 N16 N04 N03 N13 N12 N11 N27 N26 S36 S35,
