Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,25,201807,69,S01 N03 G S39 N14 G N28 S38 G S14 N18 G S16 N16 G S24 N23 G S35 N09 G S34 S35+ G S34,N08 N23 N24 S34 S35 S17 S16 S04 S05 S01 S07 S08,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,24,174267,24,N26 S15 G S39 S04 G S17 N02 G S10 S08 G N07 S24 G N08 N22 G S09 S01 G S26 S07+ G,N07 N06 N21 N22 N23 N24 N25 N26 S36 S37 S18 S19 S05 S01 S07,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,28,213745,32,N34 S05 G S27 N11 G S29 N28 G N13 S20 G S37 N18 G N36 N37 G N26 N36 G N05 N37 G N37 N35 G N17,,N13 N03 N04 N05 N19 N18 N17 N35 N36 S26 S27 S11 S10 S02 S03 S13
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,28,211828,73,S02 N22 G N37 N34 G S35 S25 G S23 N39 G S27 N28 G N26 N30 G S39 S29 G S21 S40 G N29 N12 G S12,,N12 N11 N27 N26 N25 N09 N08 N23 N22 S32 S31 S30 S29 S12
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,21,253025,69,S01 N31 G S07 S26 G S17 N14 G S10 S08 G N19 N03 G N06 S40 G N36+ S21 G,N19 N18 N37 N36 S26 S25 S09 S08 S07 S01 S05 S19,
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,21,256078,31,N31 S10 G S38 S16 G N05 S06 G N38 N33 G N08 S33 G S36 S27 G S23 S26 G,,N26 S36 S37 S38 S39 S20 S06 S07 S08 S09 S25 S26
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,30,228735,53,N36 N05 G N32 N20 G S08 S07 G N21 S21 G N22 S39 G S30 N08 G N06 N07+ G N07+ S19 G N06 S06 G S16 S14 G,,N07 N01 N02 N03 N13 N14 N31 N30 S40 S39 S20 S06 S07
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,21,242824,39,N39 N34 G S20 N36 G N35 S35 G N15 N19 G S12 N07 G S21 N03 G N03+ S18 G,N13 N03 N04 N05 N19 N20 N39 N38 S28 S29 S12 S13,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,24,262837,26,N25 S36 G S27 S15 G S10 S32 G N02 S34 G N11 S31 G N04 N14 G S34+ N10 G N28 S01 G,N08 N23 N24 S34 S33 S15 S16 S04 S03 S02 S10 S09 S08,
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,21,262882,13,N04 N16 G N39 S25 G N22 S32 G N14 N30 G N19 N37 G S30 S02 G S39 S31+ G,,N14 N15 N16 N17 N18 N37 N38 S28 S29 S30 S31 S14
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,24,240374,19,N18 N15 G N29 N24 G N01 S37 G S24 S25 G S17 S01 G S24+ N17+ G S34+ N08 G S03 S35+ G,N17 N18 N19 N05 N01 N07 N08 N23 N24 S34 S35 S17,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,37,262373,77,S03 S12 G S15 S14 G N39 S15+ G S22 S25 G S18 N36 G S30 S26 G N26 S36 G N11 N10 G S27 S26 G N26 N28 G N11 N10 G S27 S37 G N27,N11 N27 N28 S38 S37 S18 S19 S05 S01 S02 S10 S11,
Monte Carlo Beeline 3,Parallel MCTS,One,Normal,19,160777,13,N04 S39 G S34 N23 G N32 S23 G N21 S21 G S32 S33+ G S31 N07 G N22,N22 N23 N08 N07 N01 N05 N04 N16 N15 N33 N32 S22,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,31,273954,65,S05 N17 G N08 N01 G N40 S08 G N06 N19 G S31 S26 G S13 S14 G S15 S39 G N20 N27 G S38 N20 G N11 N12 G N20,N02 N03 N04 N05 N19 N20 N39 N40 S30 S31 S14 S13 S03 S02,
Parallel MCTS,Parallel MCTS,One,Normal,25,294480,38,N37 N31 G S26 N25 G N15 S05 G N10 N21 G N28 N23 G S33 N24+ G N23 N27 G S35 S36+ G S36+,N38 N39 N40 N21 N22 N23 N24 N25 N26 S36 S37 S38,
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,19,165084,22,N21 N12 G S26 N16 G N32 N05 G N35 N18 G N17+ N19 G S37 N17+ G N19,N22 N21 N06 N20 N19 N18 N17 N16 N15 N33 N32 S22,
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,27,235107,20,N22 N16 G S39 S22 G S33 S31 G S17 S10 G N30 S27 G S13 N40 G S29 S12 G N30 S11 G S11 S29 G,,N13 N03 N04 N16 N17 N35 N36 S26 S27 S28 S29 S12 S13
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,28,312527,31,N31 N34 G S21 S18 G S17 S15 G S39 N16 G N28 S38 G N38 N23 G S22 N26 G N20 S20 G S30 S12 G N06,,N06 N20 N39 N38 N37 N36 S26 S25 S09 S08 S07 S06
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,30,296627,73,S02 S17 G S30 N40 G N30 N38 G S13 S28 G S15 N12 G S28 S33 G S30 N15 G N16 N28 G N25 S37+ G S22 N22+ G,,N11 N12 N13 N03 N04 N16 N17 N18 N37 N38 S28 S27 S11
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,25,228396,45,N28 S38 G S32 S39 G S10 N38 G N32 S21 G N40 S07 G S29 S23 G S35 S22 G N21 N39 G S22,N11 N12 N29 N30 S40 S21 S22 S23 S24 S25 S09 S10 S11,
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,28,311072,0,N07 N29 G N02 N05 G S01 S17 G S17+ N31 G S37 N16 G S29 N26 G S03 S18+ G N15+ S37 G N37 S36 G S37,,N16 N15 N14 N13 N12 N29 N28 S38 S37 S18 S17 S16
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,27,198099,51,S21 N03 G N34 S25 G N27 S39 G N29 S18 G N39 N25 G S35 S34 G S34+ N06 G S36 N24 G S15 S28 G,S24 S23 S22 S21 S06 S20 S19 S18 S17 S35 S34 N24,
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,27,198261,32,N34 S40 G S03 S30 G N29 N15 G S28 N31 G N39 N27 G N37 S37 G N18 N19 G N28 N01 G N18 S38 G,,N27 N28 S38 S39 S20 S19 S05 S01 S02 S10 S11 S27
