Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,25,182367,40,S34 S05 G N27 S27 G N02 N03 G S40 S03 G N12 S14 G N16 S30 G N14 N34 G N21 S24 G S31,S24 S25 S26 S27 S28 S29 S30 S31 S32 S33 S34 N24,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,19,163594,21,S32 S23 G N31 N01 G S13 S05 G N08 N07 G S02 N21 G N13 S07 G N08,N02 N01 N07 N08 N23 N22 S32 S31 S14 S13 S03 S02,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,27,190215,62,S15 S21 G N03 N30 G S23 S02 G N28 S04 G S39 S20 G N36 S27 G S39 S01+ G S37 N11 G S26 N29 G,,N01 N02 N03 N13 N12 N29 N28 S38 S37 S18 S19 S05 S01
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,19,198802,62,S15 S30 G S06 N30 G S10 N14 G S07 S24 G S03 S35 G S25 N32 G S25,N34 S24 S25 S09 S10 S02 S03 S04 S16 S15 S33 S34,
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,21,204130,67,S20 S35 G S02 S07 G N29 N11 G S05 S16 G N03 S31 G S17+ N02 G S11 N10+ G,,N10 N11 N27 N26 S36 S35 S34 S33 S32 S31 S14 S13 S03 S02 S10
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,25,178906,7,N09 N38 G N13 N16 G N02 N33 G S17 S18 G N35 N36 G S36 N35+ G S26 S25 G S24 S26+ G N26,N26 N25 N09 N10 N02 N03 N04 N16 N17 N35 N36 S26,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,24,176851,34,N33 S07 G S27 S20 G N38 N35 G S15 N18 G S34 N16 G S16 N04 G N21 N30 G N17 N22 G,N22 N21 N40 N39 N20 N19 N05 N04 N16 N15 N33 N32 S22,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,27,197424,63,S17 S08 G N37 S27 G N35 S29 G S39 S06 G N11 S10 G S03 S13 G N21 S22+ G S12+ S31 G N05 N40+ G,,N30 S40 S21 S22 S23 S08 S09 S10 S11 S12 S29 S30
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,30,213464,54,S27 S37 G N13 N28 G S22 S25 G N11 N25 G S08 S40 G S02 S20 G S23+ N27 G N40 N26 G S38 S39 G N26 N35 G,,N16 N04 N03 N13 N12 N11 N27 N26 S36 S35 S17 S16
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,21,197767,13,N04 S32 G S07 N21 G N30 S36 G S40 S21 G N32 S40+ G N23 S30 G S30 S19 G,N30 N31 N14 N13 N03 N04 N05 N19 N20 N39 N40 S30,
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,24,235054,77,S03 S12 G S33 N33 G S13 S37 G S08 N34 G S10 S35 G N21 N16 G S20 S32+ G S19 S26 G,,S28 S29 S30 S31 S32 S33 S34 S35 S36 S37 S38 N28
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,18,169354,2,N08 N14 G N37 S39 G N27 S30 G S06 N39 G N20 S28 G S28+ N02 G,N39 N20 N06 N07 N01 N02 N10 N11 N27 N28 S38 S39,
Parallel MCTS,Parallel MCTS,One,Normal,19,241866,48,S22 S36 G N20 N35 G N04 S02 G N08 S19 G S39 S05 G N38 N09 G S05,N05 N04 N16 N17 N35 N34 S24 S23 S22 S21 S06 S20 S19 S05,
