Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Tree Search,Parallel MCTS,One,Normal,18,136470,20,N22 S40 G S39 N18 G N34 N38 G N05 N19 G N07 N20 G N04 N20 G,S24 N34 N35 N17 N18 N19 N20 N06 N07 N08 N23 N24,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,19,142605,12,N16 S01 G S16 S22 G N10 N12 G N33 S25 G N06 N08 G N22 N35 G N36,N09 N10 N02 N03 N04 N16 N17 N35 N36 S26 S25 S09,
Parallel MCTS,Parallel MCTS,One,Normal,19,164671,45,N28 S02 G S21 N25 G N32 N31 G S29 S39 G N21 N39 G N19 N21+ G N24+,S40 S39 S38 N28 N27 N26 N25 N24 N23 N22 N21 N40,
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,21,172888,67,S20 S11 G N21 S38 G N08 N01 G N27 S30 G N38 S15 G N36 S02 G S34 S02 G,,N02 N01 N07 N06 N21 N22 S32 S33 S15 S14 S13 S12 S11 S10 S02
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,22,173365,51,S21 S28 G N16 N29 G S36 S13 G N16+ N37 G N24 S24 G S24+ S25 G N22 N23 G S25,,N03 N04 N16 N17 N35 N34 S24 S25 S26 S27 S11 S12 S13 S03
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,25,167347,56,S30 N02 G S36 S19 G S16 N39 G S39 S38 G S38+ N29 G S28 S22 G S28 S21 G N36 N37 G S21,S32 S33 S15 S16 S04 S05 S19 S20 S06 S21 S22 N32,
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,22,155214,27,N27 S09 G S36 N39 G N04 S04 G S34 S37 G S16 N19 G S16 S17 G S15 N01 G S17,,S24 S25 S09 S10 S02 S03 S04 S16 S17 S35 S34 N24
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,19,131686,26,N25 S38 G N01 N29 G N32 S32 G N11 N27 G S23 N28 G S03 N27+ G N12+,N23 N08 N09 N10 N11 N12 N29 N30 N31 N32 S22 S23,
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,22,140475,6,N11 N17 G N21 N22 G N31 N24 G S08 N08 G S01 S21 G N22 S20 G S22 S24 G S07,,N06 N20 N19 N18 N17 N35 N34 S24 S23 S08 S07 S06
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,22,170313,56,S30 S12 G S32 N16 G S14 N39 G S19 N26 G S09 S03 G S28 S13 G S02 S35 G S13,,N20 N39 N38 S28 S27 S11 S12 S13 S03 S04 S05 S19 S20
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,22,141694,33,S24 N34 G N39 N30 G N26 S22 G S32 S15 G N18 S02 G N32+ S13 G S16+ N34+ G N37,,N22 N21 N40 N39 N38 N37 N36 N35 N34 N33 N32 S22
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,22,145253,10,N14 N11 G N40 N09 G N02 N03 G N05 S37 G N20 N19 G S06 N13 G N03 N13 G N03,,N29 N12 N13 N03 N04 N05 N19 N20 N39 N40 S30 S29
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,31,204837,36,N38 S29 G N20 N05 G S06 N18 G S35 N21 G N33 N15 G S35+ N13 G S15 S16 G N30 N15 G S03 N14 G N28 S08+ G N16,N07 N01 N02 N03 N04 N16 N15 N33 N34 S24 S23 S08 S07,
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,27,212106,26,N25 S06 G N06 S39 G N10 N03 G S14 N14 G S02 S05 G N29 S30 G S32 N34 G N18 N36 G N12 N17 G,,N07 N01 N05 N19 N18 N17 N35 N34 S24 S23 S08 S07
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,22,151004,10,N14 N22 G S19 S35 G S31 N26 G S37 N20 G S06 N01 G N01+ N07 G N07 N10 G N09,,N01 N02 N10 N09 N25 N26 S36 S37 S18 S19 S05 S01
Parallel MCTS Beeline,Parallel MCTS,One,Normal,25,194703,62,S15 N26 G S33 S39 G N07 S31 G N31 N03 G N12 S37 G N29 S34 G N34 S24 G N23 N29 G N30,N06 N07 N01 N02 N03 N13 N12 N29 N30 S40 S21 S06,
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,27,190675,16,N19 S06 G N03 N23 G S01 S34 G S10 N34 G N32 S22 G S23 S32 G N32 S33+ G S40+ N30 G N38 N28 G,N22 N21 N06 N20 N19 N18 N17 N16 N15 N33 N32 S22,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,30,189431,20,N22 N06 G S12 N01 G S19 N08 G S01 N39 G S08 S17 G N37 S37 G S36 S34 G N19 N35 G S09+ N01 G S26 S38+ G,,N01 N07 N06 N20 N19 N18 N37 N38 S28 S29 S12 S13 S03 S02 S01
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,39,235127,8,N13 N07 G N17 N05 G N20 N39 G N31 N34 G S10 N27 G S26 N29 G N22 S16 G S25 S39 G N30 S20 G S40 S29 G S20 S40 G S40 S14 G S29 N32 G,N01 N02 N03 N13 N12 N29 N28 S38 S39 S20 S06 S07 S01,
