Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,22,149374,11,N12 N07 G N17 S07 G N23 N26 G N09 N25 G N36 N38 G N25 S35 G S37 N39 G N36,,S36 N26 N25 N09 N08 N07 N01 N05 N19 N18 N37 N36
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,18,162443,9,N03 S37 G N28 S24 G S11 N31 G N35 N33 G N34+ S09 G S33 S25+ G,N10 N02 N03 N04 N16 N15 N33 N34 S24 S25 S26 S27 S11 S10,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,22,153313,4,N10 S09 G S33 S34 G N16 S33+ G S36 S38 G S19 S20 G S13 N36 G S22 N23 G S13+,,N23 N22 S32 S31 S14 S13 S03 S02 S10 S09 S08 S23
Parallel MCTS Beeline,Monte Carlo Tree Search,One,Normal,19,175972,78,S12 N19 G S32 S18 G N37 S03 G S14 S01 G N21 N06 G S09 S05 G S02,N37 N38 S28 S27 S11 S10 S02 S01 S05 S19 S18 S37,
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,22,146717,65,S05 N33 G N02 N09 G S30 S07 G S02 N04 G N12 N13 G S13 S23 G N29 S21 G N13,,N01 N02 N03 N13 N14 N31 N32 S22 S21 S06 S07 S01
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,19,169897,8,N13 S13 G N29 S22 G N09 N02 G S20 N11 G S05 N33 G N12 S23+ G N12,N08 N09 N10 N11 N12 N13 N14 N31 N32 S22 S23 S08,
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,22,194993,73,S02 S12 G S17 N02 G S14 S07 G N23 S23 G N21 N32 G S13 N30 G N11 S20 G S08,,N08 N23 N24 S34 S35 S17 S18 S19 S20 S06 S07 S08
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,25,169633,58,S31 S13 G N40 S04 G S11 S23 G N36 N37 G S21 S19 G N27 N17 G S05+ N31 G N38 N36 G S26,N16 N17 N18 N37 N36 S26 S27 S11 S10 S02 S01 S05 S04 S16,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,31,211871,73,S02 S09 G S29 S27 G N35 N03 G S13 S27+ G N20 S10 G N32 N01 G N09 S26 G S10 S34 G N02 N24 G N11 N25+ G N25+,N34 N35 N17 N18 N19 N05 N01 N07 N08 N09 N25 N24 S34,
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,21,209377,22,N21 S23 G N26 N13 G S37 N29 G S39 S25 G N24 S10 G N09 N10 G N10+ S27 G,,N27 N28 S38 S39 S40 S21 S22 S23 S08 S09 S10 S11 S27
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,25,218656,52,S26 N35 G N38 N18 G S04 S34 G N27 N40 G N36 N37 G S29 S30 G N14 N31 G N39 N06 G S14,N19 N20 N06 N21 N40 S30 S31 S14 S13 S03 S04 S05 S19,
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,22,213398,58,S31 S14 G N15 N35 G S03 N22 G N02 S33 G S34 S15+ G S22 N07 G S06 N09 G N23+,,N22 N23 N08 N09 N10 N02 N03 N13 N14 N31 N32 S22
Parallel MCTS,Parallel MCTS,Two,Normal,24,226721,67,S20 N07 G S30 S21 G N02 N10 G N13 N25 G N15 N09 G S12 N12 G S11 N02 G N10+ S05+ G,,N13 N03 N02 N10 N09 N08 N23 N22 S32 S31 S14 S13
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,33,218145,28,N30 N14 G N28 N29 G S09 N28+ G N18 N12 G N10 N13+ G N12 N11 G N29 S29 G S32 N38 G N38+ N40 G S39 S15 G S34 N20+ G,,N33 N15 N16 N04 N05 N19 N20 N06 N21 N22 S32 S33
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,28,235230,40,S34 S16 G N27 S07 G S40 N39 G S05 S18 G N19 S17+ G N06 S18 G S35 N01 G S14+ N07 G N07 S20 G N07,,S28 N38 N39 N20 N06 N07 N01 N02 N10 N11 N27 N28
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,30,201750,61,S04 N23 G S29 S30 G N38 S14 G S09 S11 G N16 S27 G S29 S30 G S28 S29+ G S27 N12 G S28 S26 G S12+ N18+ G,,N08 N23 N22 S32 S31 S14 S13 S12 S11 S27 S26 S25 S09 S08
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,30,196785,31,N31 S39 G N10 S10 G N28 N29 G S08 S06 G N40 S20+ G S06 N30 G N30 S36 G S18 N37 G N26 N35 G N17 N05 G,,N07 N08 N09 N25 N26 S36 S37 S18 S19 S20 S06 S07
Monte Carlo Beeline 3,Parallel MCTS,One,Normal,25,200757,27,N27 N08 G N16 N01 G N06 N10 G S11 S24 G S31 S15 G S26 S34 G N35 S17 G N37 S39 G S33,N39 N40 S30 S31 S32 S33 S34 S35 S36 N26 N27 N28 S38 S39,
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,22,138017,47,S37 N27 G N32 N08 G S11 S35 G N36 N12 G N40 N28+ G N30 S36 G N29 N33+ G N29,,N26 N27 N28 N29 N30 N31 N32 N33 N34 N35 N36 S26
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,28,256435,77,S03 S06 G N40 S36 G N16 S16 G N05 S29 G S33 S31 G N35 N18 G N14 N11 G S14 N29 G S15 N28 G N27,,N07 N01 N02 N10 N11 N27 N28 S38 S39 S20 S06 S07
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,25,211105,39,N39 S28 G N16 N35 G S08 S24 G S26 N33 G N18 S32 G S22 N32 G N24 N22 G S23 S21 G S22,N06 N20 N19 N18 N17 N35 N34 N33 N32 S22 S21 S06,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,30,244189,9,N03 S33 G N08 S26 G S06 N18 G N29 N30 G S01 S10 G N14 N05 G N29 N12 G N14 N15 G N19 S09 G N14 N13 G,N19 N05 N04 N16 N15 N33 N32 S22 S21 S06 S20 S19,
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,31,234296,35,N35 N30 G S04 S21 G S38 S23 G N33 S09 G S07 S20 G S40 S18 G S06+ S20 G N06 N07 G N05 S20 G N01 S01 G N05+,N01 N05 N19 N18 N37 N36 S26 S25 S09 S08 S07 S01,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,30,249271,61,S04 N28 G N01 N20 G S25 S01 G S19 N10 G N13 S10 G S27 S11 G S26+ S12 G S11 S27 G S27+ S28 G S11 S23+ G,N22 N21 N06 N20 N19 N18 N17 N35 N34 S24 S23 S22,
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,34,268919,34,N33 S03 G S30 N40 G N28 N08 G N22 S32 G S15 N30 G S35 S34 G S31 S30 G N37 S21 G N21 S27 G N25+ S26 G N21 S18 G S36,,N07 N08 N09 N25 N26 S36 S35 S17 S16 S04 S05 S01 S07
Parallel MCTS,Monte Carlo Tree Search,One,Normal,18,117751,62,S15 N11 G N38 N07 G N04 N23 G N32 N40 G S32 S31 G S31+ S14+ G,N16 N04 N05 N01 N07 N06 N21 N40 S30 S31 S14 S15 S16,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,19,120162,6,N11 N04 G N07 S07 G S25 S11 G N26 S39 G N27+ N28 G S33 N36 G N28,N09 N10 N11 N27 N28 S38 S39 S20 S06 S07 S08 S09,
Parallel MCTS,Parallel MCTS,Two,Normal,21,137498,30,N29 N15 G S20 S21 G S09 S23 G S07 S05 G N05 S18 G N20 S06 G N21 S06 G,,N17 N16 N15 N33 N34 S24 S23 S08 S07 S06 S20 S19 S18 S17
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,22,138420,28,N30 S28 G N07 S11 G S20 N26 G S26 N20 G S16 N21 G N14 S31 G N40 S30+ G S30+,,N26 N25 N09 N08 N07 N06 N21 N40 S30 S29 S28 S27 S26
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,22,139050,19,N18 S18 G S31 S38 G S08 N20 G S20 S15 G S04 S34 G S32+ S36 G S36+ N04 G S35,,N06 N20 N39 N40 S30 S31 S32 S33 S34 S35 S17 S18 S19 S20 S06
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,22,147207,6,N11 S31 G S26 S29 G N06 N07 G S02 S03 G N05 N19 G N19+ S05 G N07 S02 G N05,,N01 N05 N19 N18 N37 N36 S26 S25 S09 S10 S02 S01
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,22,147232,19,N18 N11 G S33 S34 G N07 N23 G S07 S03 G S29 S12 G N25 N08 G S10 N24 G S13,,N13 N12 N11 N10 N09 N25 N24 N23 N22 S32 S31 S14 S13
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,24,157006,16,N19 S22 G S35 S24 G S06 N35 G N39 N37 G N29 S40 G S38 N28 G N28+ S37 G N03 N04+ G,N01 N05 N19 N18 N37 N36 S26 S25 S09 S08 S07 S01,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,24,157051,69,S01 N12 G N17 N14 G N04 N06 G S21 S22 G N08 N01 G S23 N10 G S22 N10 G S23 S06 G,N03 N13 N14 N31 N32 S22 S21 S06 S07 S01 S02 S03,
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,25,157132,56,S30 S06 G N13 N02 G S03 N05 G N09 N07 G N03 N06 G N01 S23 G N01 N06 G N08 N21+ G N06,N02 N01 N07 N06 N21 N22 S32 S31 S14 S13 S03 S02,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,25,157838,19,N18 S18 G N13 N32 G S30 N35 G N15 N29 G N11 N09 G N12+ S25 G N26 S08 G N25+ S27 G S24,S32 S31 S30 S29 S28 S27 S26 S25 S24 S23 S22 N32,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,25,157992,24,N26 S03 G S39 N39 G N03 N11 G N37 S12 G N29 N14 G S27 N27 G N20+ N08 G N30 N12 G N13,N29 N12 N13 N03 N04 N05 N19 N20 N39 N40 S30 S29,
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,25,165374,28,N30 N03 G S25 N16 G N20 N32 G N14 S23 G N34 N18 G N05 N17+ G N25 N23 G S08 N19+ G S21+,N06 N20 N19 N18 N17 N35 N34 S24 S23 S22 S21 S06,
Parallel MCTS Beeline,Monte Carlo Beeline 3,One,Normal,25,166969,27,N27 N09 G S36 N02 G S20 S01 G S04 S08 G N20 N05 G S10 N07 G N07 S11 G N01 S38 G N01,N07 N01 N02 N10 N11 N27 N28 S38 S39 S20 S06 S07,
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,28,176790,9,N03 N06 G N16 N33 G N25 N14 G S31 N18 G N05 N36 G S19 S20 G N17 S37 G N35 N37 G S35 S17 G S16,,N38 N39 N40 S30 S31 S14 S15 S16 S17 S18 S37 S38
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,27,176786,24,N26 N16 G S20 S21 G S14 N30 G S12 N18 G S04 S05 G S24 S40 G S09 S25 G S25+ S40 G N39 N33+ G,,N29 N30 N31 N32 N33 N34 S24 S25 S26 S27 S28 S29
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,27,176823,46,S39 S24 G N13 N09 G S11 S01 G N07 S08 G N15 S23+ G N14+ S08 G S33 N23 G S07+ S03 G S14 S18 G,,N22 N21 N06 N07 N01 N02 N03 N13 N14 N31 N32 S22
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,28,177177,28,N30 N03 G S26 S03 G N35 N36 G N10 S09 G N17 S11 G N19 N05 G N05 S17 G N06 N20 G S14+ S31 G N05,,N10 N02 N01 N05 N19 N18 N37 N38 S28 S27 S11 S10
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,28,186448,19,N18 S09 G S35 N24 G S37 S36 G S16 N30 G S03 N34 G N14 N11 G N32 N33 G S19 S20 G S05 S14 G S05,,N33 N34 S24 S23 S08 S07 S01 S05 S19 S18 S17 S16 S15 S33
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,30,187581,30,N29 S36 G N02 N10 G S07 S22 G S40 S39 G N07 N06 G S20 N33 G S39 S20 G S32 S25 G N32 S23 G N17 N13 G,,N06 N21 N22 S32 S33 S34 S35 S17 S18 S19 S20 S06
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,29,196469,9,N03 N38 G N14 N13 G S21 S40 G N16 N17 G N31 N07 G S09 S07 G S05 N28 G S01 S11 G S26 N09 G S11 N14,N01 N02 N03 N13 N14 N31 N32 S22 S21 S06 S07 S01,
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,33,201493,56,S30 N39 G N24 N06 G N10 N01 G N22 S35 G N36 S37 G S11 N27 G S28 S16 G S33 N15 G S17+ S36 G S27 N26+ G S12 S27 G,N26 N27 N11 N12 N13 N14 N15 N33 N34 N35 N36 S26,
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,33,215779,13,N04 N16 G N39 N18 G S26 N16+ G N05 N19 G N02 S04 G N05 N06 G S19 N20 G S06 S01 G N20 N19 G S05 N20+ G N39 S36 G,N08 N07 N06 N20 N39 N38 N37 N36 S26 S25 S09 S08,
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,34,216005,23,N23 S32 G N19 N40 G S11 S29 G S26 S27 G N38 S26+ G S38 S17 G S27 S28+ G S28 S27 G S04 S05 G S28+ S34 G N38 N16+ G N38,,N15 N16 N17 N18 N37 N38 S28 S29 S30 S31 S14 S15
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,34,216484,9,N03 N13 G N35 S28 G N31 N13+ G S11 S03 G N27 S12 G S09 S25 G N04 N05 G N08 S27 G S24 S34 G S26 N22 G N05 S26 G N01+,,N07 N01 N05 N19 N18 N37 N36 S26 S25 S09 S08 S07
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,18,117714,13,N04 N32 G N27 N26 G S25 N09 G S08 S09 G S01 S08+ G N28+ N16+ G,,N08 N09 N10 N11 N27 N28 N29 N30 N31 N32 S22 S23 S08
Parallel MCTS,Parallel MCTS,One,Normal,19,123498,14,N17 S34 G S11 S08 G S05 N34 G S22 S26 G S25 S24 G S10+ S09+ G S09,N04 N16 N17 N18 N37 N36 S26 S25 S09 S08 S07 S01 S05 S04,
Parallel MCTS,Monte Carlo Tree Search,One,Normal,19,127543,2,N08 N31 G N19 N39 G S11 S28 G S13 N37 G S36 N21 G S19 N20 G N26,S36 N26 N25 N09 N08 N07 N06 N20 N39 N38 N37 N36,
Monte Carlo Tree Search,Parallel MCTS Beeline,Two,Normal,21,137379,12,N16 N25 G N20 S27 G N12 N36 G N38 S36 G S24 S25 G S26 N18 G N18+ N37 G,,N09 N08 N07 N06 N20 N39 N38 N37 N36 S26 S25 S09
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,21,137455,37,S28 S19 G S26 N35 G N26 S32 G N30 N02 G S15 S13 G N11 N09 G S34 S31+ G,,N31 N30 S40 S39 S20 S19 S05 S04 S03 S13 S14 S31
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,22,137830,74,S09 S14 G N38 S16 G N14 N33 G S35 S32 G S22 S15 G S31+ S33 G S33+ S15+ G S33,,S36 S35 S34 S33 S15 S14 S13 S12 S29 S28 N38 N37 N36
Monte Carlo Beeline 4,Parallel MCTS Beeline,Two,Normal,22,138252,52,S26 S21 G N13 N03 G S02 N35 G S36 N18 G N37 N05 G S05 S17 G N02+ N33 G N27,,N35 N34 N33 N15 N14 N13 N12 N11 N27 N26 S36 S35
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,22,139102,74,S09 S17 G S40 S32 G N15 S13 G S30 S04 G S04+ S15 G S16 S31+ G S14 N04 G S14,,N29 N30 S40 S39 S38 S37 S18 S17 S16 S15 S14 S13 S12 S29
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,22,139149,13,N04 N16 G N39 N35 G N04+ S05 G S12 S20 G S09 S02 G N07 S07 G S03 S01+ G S07,,N07 N06 N21 N40 S30 S29 S12 S13 S03 S02 S01 S07
Parallel MCTS,Parallel MCTS Beeline,Two,Normal,22,139716,74,S09 N35 G S21 N33 G S14 S24 G S23 S07 G N23 S37 G S20 S08 G N32 N08 G S23,,N18 N17 N35 N34 S24 S23 S22 S21 S40 S39 S38 S37 S18
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,22,141105,58,S31 N37 G S03 S26 G N26 S29 G S11 S05 G N13 S16 G N31 N17 G N16 N05 G S18,,N18 N37 N38 S28 S29 S12 S13 S03 S04 S16 S17 S18
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,24,150663,74,S09 S15 G S20 S19 G N37 S01 G N40 S04 G S03 S02 G N02 N07 G N05 N01 G S02 N20 G,N08 N07 N06 N20 N19 N18 N37 N36 S26 S25 S09 S08,
Parallel MCTS Beeline,Parallel MCTS,One,Normal,25,157898,11,N12 N36 G S07 N17 G N38 N37 G S18 S09 G S24 N33 G S33 S22 G N31 S08 G N21 S35 G N32,N10 N11 N12 N13 N14 N31 N32 S22 S23 S24 S25 S09 S10,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,25,158177,28,N30 N06 G S25 S09 G S23 N28 G S04 S16 G S13 S29 G N09 N10 G N25 N13 G S03 N12 G S12,N14 N31 N32 S22 S23 S08 S09 S10 S11 S12 S13 S14,
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,27,176646,46,S39 S04 G N07 S34 G N21 S36 G N28 S17 G N18 S32 G N34 S33+ G S17 S32 G N23 S31 G N23 N04 G,N22 N23 N24 S34 S35 S17 S18 S19 S20 S06 S21 S22,
Parallel MCTS,Monte Carlo Beeline 4,Two,Normal,28,177307,67,S20 S11 G S15 S34 G N33 S18 G S36 S13 G N27 S04 G N37 S03 G S03+ S14 G S14+ S13+ G S14 S32 G S33,,N18 N37 N38 S28 S29 S30 S31 S32 S33 S15 S16 S17 S18
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,28,177481,46,S39 S03 G N25 S25 G N10 S08 G N21 S06 G N19 S23 G N01 N07 G S09 N16 G N01+ N08 G N08+ N29 G N07,,N01 N07 N06 N21 N22 S32 S31 S14 S13 S03 S02 S01
