Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,25,207610,20,N22 N39 G N08 S28 G N25 S31 G N13 N06 G S40 S38 G N20+ N29 G N40 S22 G N40 N21 G N28,N21 N22 N23 N24 N25 N26 N27 N28 N29 N30 S40 S21,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,28,222701,50,S23 S12 G N09 N10 G S37 S36 G N03 S34 G N36 N37 G N17 N16 G S16 S15 G S35 N15 G N27 N04 G N05,,N13 N03 N04 N05 N19 N18 N37 N38 S28 S29 S12 S13
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,18,152348,35,N35 S32 G N13 N07 G N25 N18 G S07 N04 G N16 S24 G S26 S36 G,S36 N26 N25 N09 N08 N07 N01 N05 N04 N16 N17 N35 N36,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,30,246822,0,N07 S06 G S29 S30 G N29 N31 G S14 S13 G S16 S15 G S29 N38 G S38 N39 G N38 N37 G N18 N19 G N19 N16 G,N37 N18 N17 N16 N04 N03 N02 N10 N11 N27 N28 S38 S37,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,21,252188,0,N07 S19 G S07 N37 G S23 S11 G S38 S02 G N26 S22 G N35 N18+ G S08 N04 G,N26 N25 N09 N08 N07 N01 N05 N19 N18 N37 N36 S26,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,30,231430,8,N13 S11 G S36 N25 G N35 N10 G N06 N40 G N27 N11 G N38 N39 G S39 N38+ G N39 S19 G N20 S17+ G N38+ S38 G,,N01 N07 N06 N20 N39 N38 S28 S27 S11 S10 S02 S01
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,22,245623,38,N37 S10 G S31 S24 G N40 N24 G S22 N32 G S33 N22 G S13 S25+ G S30 N09 G S09,,N08 N23 N22 S32 S31 S14 S13 S03 S02 S10 S09 S08
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,19,233158,44,S38 S11 G N07 N40 G N25 S13 G N22 S32 G S33 S29 G S35 S31 G S30,S40 S39 S38 N28 N27 N26 N25 N24 S34 S33 S32 S31 S30 N40,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,24,268457,18,N20 N07 G N40 N28 G N05 N03 G N30 S05 G S04 N11 G S22 N06 G S21 S23 G S15 S28 G,,N08 N07 N01 N02 N03 N13 N14 N31 N32 S22 S23 S08
Monte Carlo Tree Search,Parallel MCTS,One,Normal,27,291310,30,N29 N24 G N05 S35 G N16 N23 G S11 S10 G S24 S18 G S05 S37 G S11 S39 G N40 S14 G S26 N37 G,N03 N13 N14 N15 N33 N34 S24 S25 S09 S10 S02 S03,
