Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,19,145932,43,S33 N01 G N27 N10 G N13 N08 G S25 N24 G N25 N07+ G S07 N02 G N09,N14 N13 N03 N02 N10 N09 N25 N24 S34 S33 S15 S14,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,21,158775,22,N21 S34 G N05 S05 G N35 N15 G N08 S32 G N16 S14 G S23 S03 G S12 S33 G,,N14 N15 N16 N04 N05 N01 N07 N08 N23 N24 S34 S33 S15 S14
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,22,162898,28,N30 N16 G N09 N25 G S24 N28 G S36 N11 G S11 N13 G N29 N12 G S30 N13+ G N29+,,N35 N17 N16 N04 N03 N13 N12 N29 N28 S38 S37 S36 S35
Parallel MCTS Beeline,Monte Carlo Tree Search,One,Normal,19,187716,43,S33 N11 G S20 N04 G S04 N07 G S26 S07 G N20 S22 G N23 S24 G S23,S24 S23 S08 S07 S01 S05 S04 S16 S15 S33 S34 N24,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,24,185264,50,S23 N18 G N32 S39 G N26 S37 G N28 S38 G S38+ S37 G N28 N29 G N29+ N15 G S28 S03 G,N09 N25 N26 N27 N28 N29 N30 S40 S21 S06 S07 S08 S09,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,19,201547,36,N38 S26 G S34 S15 G N35 N23 G N02 N29 G S30 S17 G S19 N16 G S31,N16 N17 N18 N37 N38 N39 N40 S30 S31 S14 S15 S16,
Parallel MCTS,Parallel MCTS Beeline,Two,Normal,16,195047,75,S11 N15 G N19 S33 G S39 N40 G S31 N31 G S23 S14 G N04,,N14 N15 N16 N04 N05 N19 N20 N39 N40 S30 S31 S14
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,22,212750,38,N37 S01 G S31 N38 G N13 N20 G N17 S23 G N21 N32 G S21 S20 G N19 N04 G S22,,S32 S31 S14 S13 S03 S02 S01 S07 S06 S21 S22 N32
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,22,146558,54,S27 S19 G N31 N15 G S15 S14 G S14+ S03 G S16 S17 G S34 N34 G S04 N04 G S33,,N30 S40 S39 S20 S19 S18 S17 S35 S34 S33 S32 S31 S30
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,31,220424,11,N12 N20 G S26 N05 G S20 N30 G S07 S28 G N37 S38 G N18 N17 G S36 N26 G N37 N18 G N25 S17 G N37 S37 G N37,N12 N13 N03 N04 N16 N17 N18 N37 N38 S28 S29 S12,
Parallel MCTS,Parallel MCTS,One,Normal,21,226751,15,N15 S02 G S15 N26 G S20 S05 G N23 S32 G S35 N40 G N19 N11 G N13+ S28 G,N17 N16 N15 N14 N13 N12 N11 N27 N26 S36 S35 S17,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,28,206422,48,S22 N28 G N33 N12 G S29 N30 G N40 S30 G N32 N40+ G N08 N25 G S34 N10 G N14 N31 G N11 N12 G N11,,S40 N30 N29 N12 N11 N10 N09 N08 N07 N06 N21 N40
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,18,175513,17,N05 S20 G S04 S15 G S11 N03 G N29 S01 G N23 S05+ G N09 N39 G,,N03 N13 N12 N29 N30 S40 S39 S20 S19 S05 S04 S03
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,22,158261,53,N36 S30 G S02 N21 G S21 N18 G N39 N05 G S18 S20 G S39 N15 G S06+ S05 G S05+,,N38 S28 S29 S12 S13 S03 S04 S05 S19 S20 S39 S38
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,27,235265,41,N24 S38 G S04 S23 G S24 N31 G S07 S20 G S12 N13 G S06 S21 G S17 N17 G N40 S30 G S31 N03+ G,,N02 N03 N13 N12 N29 N28 S38 S37 S18 S19 S05 S01 S02
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,27,240183,52,S26 S05 G N32 N26 G S22 N21 G S14 S29 G S13 N15 G S16 S06 G N05 N01 G N06+ S32 G N05+ S07 G,,N07 N06 N21 N22 S32 S33 S15 S16 S04 S05 S01 S07
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,22,240099,76,S13 N35 G S19 S16 G S06 N20 G N23 N21 G S01 N07 G S30 N08 G N08 N22 G N08,,S24 N34 N35 N17 N18 N19 N20 N06 N07 N08 N23 N24
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,27,243415,22,N21 N22 G S21 S33 G S09 N04 G N28 S05 G S23 S24 G S11 S25+ G N25 N09 G S22 N07+ G S16+ S37 G,N07 N06 N21 N40 S30 S31 S14 S15 S16 S04 S05 S01 S07,
Monte Carlo Tree Search,Parallel MCTS Beeline,Two,Normal,22,177175,53,N36 S12 G S17 N27 G N05 N38 G N18 N19 G S19 S38 G S37 S15 G S15+ N18 G S16,,N38 S28 S29 S12 S13 S03 S04 S16 S17 S18 S37 S38
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,25,256568,77,S03 N02 G N19 N37 G S32 S18 G N26 S36 G S20 S19 G N28 S06 G S37 S38 G S21 S23 G S21,N21 N22 S32 S31 S14 S13 S03 S02 S01 S07 S06 S21,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,27,187574,27,N27 N29 G S36 N26 G N31 N10 G S40 S21 G S04 N19 G S07 S09 G N06 S40 G S19 S20 G N28 S13 G,,N19 N05 N01 N02 N10 N11 N12 N29 N30 S40 S39 S20 S19
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,30,266247,17,N05 N19 G N23 N21 G S34 N19+ G S36 N07 G N16 S30 G S32 S22 G N25 S06 G N33 N32 G S01 S08 G N33 S21 G,N21 N06 N07 N01 N05 N04 N16 N15 N14 N31 N32 S22 S21,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,36,287971,28,N30 S23 G N08 N17 G S37 S24 G N27 N16 G N22 N15 G N13 N14 G S02 N13+ G N14 N15+ G N32 N33+ G N14 N33 G S16 S34+ G N34+ S31+ G,N30 S40 S39 S38 S37 S18 S17 S16 S15 S14 S31 S30,
