Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,21,140587,55,S25 N15 G N38 N18 G N04 N36 G N34 N40 G S12 N29 G S31 S38 G S30+ N34+ G,,S28 N38 N37 N36 N35 N34 N33 N32 N31 N30 N29 N28
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,18,157050,21,S32 N37 G S18 N02 G S03 N23 G N06 S21 G N25 S24 G S24+ S35 G,,N23 N08 N07 N06 N20 N19 N18 N17 N35 N34 S24 S23
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,22,157849,38,N37 S01 G S31 S06 G S08 N39 G N07 N01 G N11 S19 G S38 S20+ G S18 N01 G N07,,N01 N07 N06 N21 N22 S32 S31 S14 S13 S03 S02 S01
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,19,133014,8,N13 S32 G S27 S28 G N17 S12 G S36 S34 G S40 N30 G S23 N28 G N38+,S28 N38 N37 N18 N17 N16 N04 N03 N13 N12 N29 N28,
Monte Carlo Beeline 3,Parallel MCTS,One,Normal,19,140047,4,N10 S35 G S40 S22 G N14 S08 G N24 N23 G N08 N22 G S23 N07 G N22,N22 N23 N08 N07 N01 N02 N03 N13 N14 N31 N32 S22,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,27,179869,65,S05 S18 G S21 S39 G N27 N01 G S07 S39+ G N14 S19 G N25 N16 G S19 S38 G S40 S38 G N13+ N19+ G,N13 N12 N29 N28 S38 S39 S20 S19 S05 S04 S03 S13,
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,24,185183,60,S16 S05 G S12 S25 G S38 N06 G S30 S07 G S04 S01+ G S03 N40 G S07 N30 G N01 N37 G,,N01 N07 N06 N21 N40 S30 S29 S12 S13 S03 S02 S01
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,24,186482,36,N38 S27 G N15 S18 G S25 N20 G S32 N05 G N10 N17 G N18 N21 G N26 S01 G S06 N26+ G,N05 N01 N02 N10 N11 N27 N26 S36 S37 S18 S19 S05,
Parallel MCTS,Monte Carlo Tree Search,One,Normal,25,189131,28,N30 S39 G N12 N19 G S06 N17 G S01 N03 G N15 N06 G N06+ S19 G S20 N13 G N16 S04 G N16,N19 N05 N04 N16 N15 N33 N32 S22 S21 S06 S20 S19,
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,27,174036,66,S18 N27 G S07 N26 G S21 S22 G S11 S09 G S02 N10 G S15 N01 G N08 N35 G N36 S04 G S05 S34 G,,N11 N12 N29 N30 N31 N32 N33 N34 N35 N36 S26 S27 S11
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,28,194447,64,S19 S01 G N31 S31 G N03 N04 G N40 S22 G N15 S40 G N38 N10 G S06 N23 G S27 N25 G S11 S34 G S11,,N04 N05 N19 N20 N39 N38 S28 S27 S11 S10 S02 S03 S04
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,25,194453,64,S19 N03 G S40 S09 G N37 S01 G S06 N29 G N31 S13 G N06 S30 G N32 N30 G S33 S15 G N34,N31 N32 N33 N34 N35 N36 N37 N38 S28 S29 S30 S31,
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,24,166839,45,N28 S20 G S34 N22 G S05 N01 G N25 S24 G S17 S18 G S35+ N08 G S19 N07+ G N18 N32 G,,N18 N19 N05 N01 N02 N10 N09 N25 N24 S34 S35 S17 S18
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,25,198210,65,S05 S29 G N19 N11 G S34 N09 G S09 N07 G S32 N23 G N21 N24+ G S22 S21 G S36 N03 G S36,N03 N13 N12 N11 N27 N26 S36 S35 S17 S16 S04 S03,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,28,200455,25,S36 S18 G S32 N22 G N30 N29 G N40 S20 G N17 N19 G S04 N39 G N39 S37 G N37 N36 G S38 N06 G S38,,N13 N12 N29 N28 S38 S37 S18 S19 S05 S04 S03 S13
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,24,177123,13,N04 N37 G S24 N39 G S12 N13 G S30 S29 G N10 N38 G S30 S32 G N32 S40 G S39 N21+ G,N10 N02 N01 N05 N19 N20 N06 N21 N22 S32 S31 S14 S13 S12 S11 S10,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,31,206626,30,N29 S16 G S26 N36 G N24 S22 G N22 S08 G S06 N26 G S39 S20 G N06 N19 G N16 N33 G S35 S12 G S10 N09 G S09,N09 N10 N11 N27 N28 S38 S39 S20 S06 S07 S08 S09,
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,28,216116,55,S25 N21 G S40 S16 G N29 S03 G N13 S30 G N31 S28 G N27 S12 G N28+ N27+ G S13+ N28 G S27 S12 G S29,,N01 N07 N06 N20 N39 N38 S28 S29 S12 S13 S03 S02 S01
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,28,216569,28,N30 S02 G N04 N35 G N38 N33 G S24 S09 G S22 N40 G S08 S12 G S08 S09 G S25 S10 G S14 S13 G S10,,N01 N05 N04 N16 N15 N33 N34 S24 S25 S09 S10 S02 S01
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,27,207694,28,N30 S21 G S37 S20 G N22 S05 G S27 N26 G S02 S31 G N24 N25 G S15 S38+ G S40 S33 G S33+ S16+ G,N14 N13 N12 N11 N27 N26 N25 N24 S34 S33 S15 S14,
Parallel MCTS,Parallel MCTS Beeline,Two,Normal,28,208175,20,N22 S31 G S35 S15 G N38 N08 G S04 S18 G N34 N16 G N36 N35 G N34+ S16 G N40 S17 G N40 N32 G S17,,N01 N07 N08 N09 N25 N26 S36 S35 S17 S16 S04 S03 S02 S01
Parallel MCTS Beeline,Parallel MCTS,One,Normal,31,245709,31,N31 N14 G S22 N03 G S15 N39 G N35 N37 G S20 N19 G N18 N17 G N17 S27 G S28 N21 G S25 N12 G S25 N21 G N31,N31 N30 S40 S39 S20 S19 S05 S04 S16 S15 S14 S31,
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,32,219043,63,S17 S08 G N38 N39 G S32 S19 G N38+ N19 G S39 N06 G S37 S38 G N40 S37+ G N20 N18 G N18+ N26 G N10 S36 G S38 N37,,N37 N38 S28 S27 S11 S10 S02 S01 S05 S19 S18 S37
