Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,21,76367,17,N05 N19 G N23 N39 G N05+ S01 G S15 S08 G S12 S03 G N10 N13 G N02+ S22 G,N12 N13 N03 N04 N05 N19 N20 N39 N38 S28 S29 S12,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,25,93946,6,N11 N06 G N35 S21 G N24 N09 G S09 S24 G N18 N22 G S36 S17 G S29 N30 G N30 N25 G S19,S24 S23 S22 S21 S06 S20 S19 S18 S17 S35 S34 N24,
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,25,86958,2,N08 N13 G N06 N04 G N34 N01 G S30 N02 G N02+ N11 G N02 N10+ G N10 N02 G N01 S05 G N10+,N23 N24 N25 N09 N10 N02 N03 N04 N16 N17 N35 N34 S24 S23,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,24,82179,42,S35 N24 G S14 S32 G N31 S33 G N36 N16 G N27 N12 G S34 N10 G S38 S10 G S40 N03 G,N17 N16 N04 N03 N02 N10 N11 N27 N26 S36 S37 S18 S17,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,21,117634,17,N05 N07 G N20 N38 G N10 N31 G S18 N18 G S12 S29 G S27 S28+ G S34 S20 G,N11 N10 N02 N03 N04 N16 N17 N18 N37 N38 S28 S29 S12 S11,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,21,105173,76,S13 S06 G S07 N26 G S17 S26 G S32 S28 G S33 S25 G S04 N38 G N37 N17 G,N11 N27 N26 S36 S35 S17 S16 S15 S14 S13 S12 S11,
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,24,130680,63,S17 S23 G N38 N17 G S32 N04 G S12 S10 G S21 N37+ G N06 N19 G S40 N05+ G N20+ S38 G,,N13 N03 N04 N05 N19 N20 N39 N38 S28 S29 S12 S13
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,22,130751,63,S17 N08 G N28 N17 G N30 N39 G S39 N12 G N11 N26 G S22 S26 G N27 S37 G N27,,N20 N06 N07 N08 N09 N25 N26 N27 N28 S38 S39 S20
Parallel MCTS Beeline,Monte Carlo Tree Search,One,Normal,19,114821,68,S07 S27 G S05 N33 G N03 N01 G S35 S03 G S02 S22 G S31 S24 G N14,N13 N14 N15 N33 N34 S24 S23 S08 S07 S01 S02 S03 S13,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,28,94102,39,N39 N14 G N09 N10 G S09 N01 G S07 N03 G N04 N05 G S35 N03+ G N05 S18 G N19 N17 G S19 N13 G S19,,N07 N08 N23 N24 S34 S35 S17 S18 S19 S05 S01 S07
