Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,21,146621,62,S15 N31 G N18 S40 G N11 S31 G N21 N15 G N34 N13 G N04 N16 G N12 N17+ G,,N31 N14 N13 N03 N04 N05 N19 N20 N06 N21 N40 S30 S31
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,25,182207,26,N25 S38 G N01 S07 G S18 S19 G S02 S01 G S04 S16 G S37 S17+ G S17+ S05 G S05 S35+ G S02,N09 N25 N24 S34 S35 S17 S16 S04 S03 S02 S01 S07 S08 S09,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,19,190980,26,N25 S13 G S39 S19 G N01 N39 G S01 N19 G S37 S06 G S36 S02 G S36,N19 N05 N01 N07 N08 N09 N25 N26 S36 S37 S18 S19,
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,22,180449,59,S29 S32 G N05 S35 G S22 S27 G S13 N37 G N08 N06 G N34 N40 G S09 N15 G N21,,N15 N16 N04 N05 N19 N20 N06 N21 N22 S32 S33 S15
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,19,175464,56,S30 N20 G N03 N18 G N14 S24 G N36 N37 G N16 N38 G S27 N38 G N38,N14 N15 N16 N17 N18 N37 N38 S28 S29 S30 S31 S14,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,24,186403,62,S15 S06 G S20 S27 G N35 S25 G N37 N36 G S12 S35 G S13 S30 G S37 N28 G N26 N25 G,N16 N17 N35 N36 S26 S27 S11 S12 S13 S14 S15 S16,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,27,185042,13,N04 N33 G N38 N35 G S27 S26 G S35 N40 G N12 N06 G S39 S06 G S21 N30 G S22+ S38 G S38 N20+ G,,N39 N38 N37 N36 S26 S25 S24 S23 S22 N32 N31 N30 S40 S39
Parallel MCTS,Parallel MCTS,Two,Normal,22,219127,76,S13 S15 G S16 N03 G N22 S38 G S40 N06 G N40 S30 G S31 N30 G N21+ N30 G S31+,,N30 S40 S39 S38 S37 S18 S17 S16 S15 S14 S31 S30
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,25,219707,14,N17 N08 G N29 N27 G N13 N36 G S29 S21 G S32 S17 G N20 S34 G S10 N32 G N34 N38 G S35,N33 N15 N14 N13 N12 N11 N27 N26 S36 S35 S34 S33,
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,19,128269,78,S12 N24 G N39 S37 G N37 S03 G N13 S16 G S14 S31 G S33 N38 G S13,N18 N37 N38 S28 S29 S12 S13 S14 S15 S16 S17 S18,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,25,227675,50,S23 S14 G N36 S12 G N40 S03 G S05 N09 G N28 N06 G N22 S40 G S20 S30 G N01 N21 G N25+,N08 N09 N25 N26 N27 N28 S38 S39 S40 S21 S22 S23 S08,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,30,208906,40,S34 N23 G N28 N11 G S07 S23 G N26 S26 G N24 S11 G S08 N25 G S29 N25 G S27 S40 G S04 N25 G S39+ S31 G,,N25 N26 N27 N28 N29 N30 N31 N32 S22 S23 S24 S25
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,34,232120,44,S38 N27 G N32 N14 G S10 S27 G N30 S30 G N28 S14 G S11 N29 G N34 S34 G N12 S12 G S12 N06 G N19 N01 G N12 N13 G S12,,N11 N10 N09 N25 N24 S34 S33 S15 S14 S13 S12 S11
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,21,139285,57,N40 S27 G N15 N04 G S13 S03 G S15 N29 G N11 N19 G N07 N05+ G N19 S36 G,N30 N29 N12 N11 N10 N02 N01 N05 N19 N20 N39 N40 S30,
Parallel MCTS,Monte Carlo Tree Search,One,Normal,27,238737,61,S04 S30 G S09 S23 G N30 N08 G N14 S11 G N12 N28 G S36 N38 G N29+ S20 G N39+ S07 G N29+ S24 G,N11 N12 N29 N30 S40 S21 S06 S07 S01 S02 S10 S11,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,27,237320,55,S25 S21 G S03 N09 G N06 N38 G N15 N32 G S29 N12 G N40 N29 G S30 N30+ G N03 N29 G N31 N13+ G,,N13 N14 N31 N30 S40 S21 S06 S07 S01 S02 S03 S13
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,28,245212,6,N11 N09 G N31 N36 G N14 S06 G N31+ S17 G N03 N04 G N16 N33 G N33 N15 G S14 S04 G S03 S37 G N14,,N07 N01 N05 N04 N16 N15 N14 N31 N30 S40 S21 S06 S07
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,24,184303,34,N33 N05 G N14 N20 G N37 S22 G N23 N22 G S32 S33 G N23+ S08 G N32 S23+ G N12+ N07 G,,N23 N08 N09 N10 N02 N03 N13 N14 N31 N30 S40 S21 S22 S23
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,28,222821,43,S33 S37 G N24 S21 G S17 S31 G S05 S02 G N40 N30 G N33 S32 G N18 N06 G N05 S18 G S34 N14 G S24,,S24 N34 N33 N15 N14 N31 N30 N29 N28 N27 N26 N25 N24
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,34,232675,72,S10 N27 G S03 N39 G S07 S12 G S26 S16 G N35 S05 G S20 S18 G S04 N18 G N36 N04 G S06 S20 G N05 N01 G S04 S01 G S02,,N02 N10 N11 N27 N28 S38 S39 S20 S19 S05 S01 S02
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,31,278244,76,S13 S15 G N13 N02 G S05 S03 G N40 N37 G N28 N27 G N26 S35 G N11 S28 G S26 N24 G S24 N34 G S26 S23 G N24,N35 N17 N18 N19 N05 N01 N07 N08 N23 N24 S34 S35,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,25,211809,53,N36 S30 G S02 N21 G N31 N20 G S03 N38 G N40 S22 G N33 N34 G N24 N39 G N28 N10 G N39,S40 N30 N31 N14 N15 N16 N17 N18 N37 N38 N39 N40,
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,27,214089,35,N35 S24 G N14 N13 G S09 N04 G N23 N01 G S20 S04 G S07 S01 G N06 N05 G N39 S01+ G S19+ N30+ G,N18 N37 N36 S26 S27 S11 S10 S02 S01 S05 S19 S18,
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,30,213745,39,N39 S15 G N15 S10 G N02 N19 G S27 S11 G N07 S29 G N20 S39 G N28 S06 G S21 S40 G N39 N06 G N06 N22 G,S40 S39 S38 N28 N27 N11 N10 N09 N08 N23 N22 N21 N40,
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,36,238567,64,S19 S01 G S15 S08 G S34 S06 G N21 S31 G S40 S29 G S21+ N39 G S40+ S21 G S30 S14 G N40 N31 G N31 N14 G N40 N33 G S31 S13 G,N13 N12 N29 N28 S38 S37 S36 S35 S34 S33 S15 S14 S13,
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,22,171864,14,N17 S31 G S38 N24 G N01 S35 G S33 S29 G N40 N31 G S24 N30 G S22 N29 G N29+,,N14 N31 N30 S40 S39 S38 S37 S18 S17 S16 S15 S14
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,21,154833,76,S13 N34 G N28 N26 G S39 S29 G N08 S27 G N31 N05 G S05 S08 G N20 N18 G,,N23 N08 N07 N01 N05 N19 N18 N17 N35 N34 S24 S23
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,27,196284,28,N30 N07 G S27 N20 G N16 N40 G N14 N22 G N33 S35 G S20 S37 G N06 S17 G N21 S06 G S39 S15 G,N06 N20 N19 N05 N04 N16 N15 N33 N32 S22 S21 S06,
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,27,196403,36,N38 N40 G S27 S28 G S31 S27+ G N15 S12 G N04 N03 G S11+ N34 G S29 S22 G S28 S08 G N08 N01 G,,N21 N06 N07 N01 N02 N03 N13 N14 N31 N32 S22 S21
Monte Carlo Tree Search,Parallel MCTS,One,Normal,18,207210,58,S31 N35 G S22 S19 G N20 N11 G S16 S02 G N28 S04 G S07 S05+ G,N19 N20 N39 N40 S30 S31 S14 S13 S03 S02 S01 S05 S19,
