Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,18,130602,32,N34 N10 G S30 N21 G N19 S34 G N17 N18 G S15 S22 G S08 S32 G,S32 N22 N21 N06 N20 N19 N18 N17 N35 N34 N33 N32,
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,19,139686,0,N07 S20 G N33 S28 G S25 N20 G S16 S22 G N30 S30 G N12 N30+ G N32,N29 N30 N31 N32 S22 S23 S24 S25 S26 S27 S28 S29,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,27,200609,16,N19 S18 G S25 S38 G N25 N27 G S36 S01 G N12 N29 G S12 S02 G S14 S13 G N26+ N33 G S14 S03 G,,N26 S36 S35 S17 S16 S04 S03 S13 S12 S11 S27 S26
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,28,204545,36,N38 N05 G S35 S05 G N24 S29 G S21 S07 G S15 N26 G S23 S25 G N10 S16 G N12 N11 G N15 N13 G N31,,N17 N16 N04 N03 N13 N14 N31 N30 S40 S39 S38 S37 S18 S17
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,28,203435,20,N22 S31 G N06 N21 G S29 N06+ G N27 N39 G S36 S37 G N21 S19 G S39 S40 G S21 S02 G N02 S40+ G N02,,N06 N07 N01 N02 N10 N11 N12 N29 N30 S40 S21 S06
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,19,223021,10,N14 N16 G N40 N02 G S02 N04 G S23 S21 G S07 S40 G N32 S39 G S40,N01 N02 N03 N13 N14 N31 N30 S40 S21 S06 S07 S01,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,21,223691,43,S33 S38 G S12 S01 G N07 N01 G N18 N07+ G N04 S04 G N15 S05+ G S04 S21 G,N07 N08 N23 N22 S32 S33 S15 S16 S04 S05 S01 S07,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,21,207734,67,S20 N08 G N16 N31 G N37 N36 G S13 N30 G S16 S32 G S15 S11 G S02 N10+ G,,N03 N04 N05 N01 N07 N08 N23 N22 S32 S31 S14 S13 S03
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,21,230903,10,N14 N20 G N10 N17 G S25 S12 G S28 S07 G S18 S19 G S38 N34 G S04 N07+ G,,N11 N10 N02 N01 N07 N06 N21 N40 S30 S29 S12 S11
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,21,237206,44,S38 N17 G S11 N01 G N10 S20 G S04 N39 G N06 N37 G N27 S16 G S39 S16 G,,N16 N17 N35 N36 S26 S27 S11 S10 S02 S03 S04 S16
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,33,209481,12,N16 N40 G S34 N24 G S15 S34+ G S25 S07 G S23 S05 G S37 S32 G N24 N09 G S03 N01 G S01 N32 G N32 N07 G S13 N25 G,N07 N01 N05 N04 N16 N17 N35 N34 S24 S23 S08 S07,
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,22,224579,34,N33 N23 G S36 S32 G N21 S16 G N13 S05 G S18 N19 G N17 N16 G N37 S37+ G N01,,N18 N19 N05 N01 N07 N08 N09 N25 N26 S36 S37 S18
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,22,225788,14,N17 S38 G N08 S13 G S05 N26 G N20 N06 G S27 S07 G S26 S06 G N38 S28 G S06,,N08 N09 N10 N11 N27 N28 S38 S39 S20 S06 S07 S08
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,19,133964,50,S23 S37 G N10 N02 G N02+ N13 G N16 N18 G N29 N35 G S40 S26 G N36,N07 N01 N05 N19 N18 N37 N36 S26 S25 S09 S08 S07,
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,21,208856,61,S04 N23 G N08 S30 G N18 N11 G S17 S28 G S06 S13 G N15 S14 G N37+ S35+ G,N19 N18 N37 N38 S28 S29 S12 S13 S03 S04 S05 S19,
Parallel MCTS,Parallel MCTS,Two,Normal,22,250686,10,N14 S25 G N10 S32 G N20 N05 G S06 N18 G S36 S38 G N17 N28 G N17 N21 G N28,,N07 N01 N02 N10 N11 N27 N28 S38 S39 S20 S06 S07
Parallel MCTS,Monte Carlo Beeline 4,Two,Normal,22,183985,51,S21 N03 G N34 S36 G S09 N25 G S26 S25 G S32 S34 G N02+ S35+ G S34 N24+ G S34,,N34 N33 N15 N16 N04 N03 N02 N10 N09 N25 N24 S34
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,24,194729,64,S19 N15 G S09 N18 G S35 N05 G S30 N40 G S24 S23 G N22 N07 G S12 N24 G N25 S13 G,,N02 N03 N13 N14 N31 N32 S22 S23 S08 S09 S10 S02
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,24,266783,16,N19 S05 G N27 S36 G N09 S23 G S26 S38 G S15 N07 G N16 N02 G N33 N26 G N06 S33+ G,N37 N18 N19 N05 N01 N02 N10 N09 N25 N24 S34 S35 S36 S37,
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,28,194479,57,N40 N05 G N24 S34 G N26 S32 G N33 S14 G S22 N24 G S16 N07 G N07 S09 G S10 S03 G N10 S01 G S02,,N02 N03 N13 N14 N15 N33 N34 S24 S25 S09 S10 S02
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,28,191753,12,N16 S15 G S21 S08 G S20 N05 G S25 N09 G S36 S05 G S38 N12 G N36 N26 G N26 S23 G S24 N34 G S37,,N30 S40 S39 S38 S37 S18 S17 S16 S15 S14 S31 S30
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,28,229400,29,S40 N11 G S17 N02 G S11 N31 G N20 S36 G N40 S09 G S02 N07 G S24 S23 G N36 S34 G S22 S37 G S22,,N15 N33 N32 S22 S23 S08 S09 S10 S02 S03 S04 S16 S15
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,31,293912,22,N21 S36 G N17 N04 G N15 N33 G S40 S22 G S12 N01 G S08 S07 G N33 S05 G N05 N07 G N02 N01 G S07 S08 G N01,N13 N03 N02 N01 N07 N08 N23 N22 S32 S31 S14 S13,
Monte Carlo Tree Search,Parallel MCTS Beeline,Two,Normal,28,214933,76,S13 N04 G N28 N19 G N15 N16 G N34 N26 G S37 S27 G N35 S11 G S11+ S28 G S27 S29+ G S19 N09 G N27,,N27 N11 N10 N02 N03 N04 N16 N17 N35 N36 S26 S27
Parallel MCTS,Parallel MCTS Beeline,One,Normal,30,277860,70,S06 S01 G S12 S24 G S17 N18 G S22 N05 G S21+ S18 G S18 N38 G S19 N24 G N27 N26 G N15 N08 G N16 N13 G,N07 N01 N02 N03 N13 N14 N15 N33 N34 S24 S23 S08 S07,
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,22,139229,8,N13 N20 G S26 N23 G S09 N02 G S02 S11 G N09 N10 G N27 N28 G N26 S27 G N11,,N27 N11 N10 N02 N01 N05 N19 N18 N37 N36 S26 S27
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,22,148447,19,N18 S01 G S34 N24 G N31 N33 G S24 S15 G N24 S17 G N27 N16 G S30 S31 G N35,,N35 N34 S24 S23 S08 S07 S01 S05 S19 S18 S17 S35
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,24,166779,7,N09 S34 G N28 N14 G N21 S30 G N32 S37 G S25 N36 G N34 N26 G N38 S27 G S26 S20 G,,N34 N35 N36 S26 S27 S28 S29 S30 S31 S14 S15 S33 S34
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,25,168183,5,N02 S09 G S15 S36 G N33 N25 G S38 N27 G S34 N12 G S33+ N22 G N17 N40 G N16 N11 G N16,N35 N17 N16 N04 N03 N02 N10 N11 N27 N26 S36 S35,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,21,172259,72,S10 S17 G N24 S21 G N02 S18 G N32 N33 G S30 N40 G N29 N30 G S30+ N20 G,N30 S40 S21 S06 S07 S01 S02 S10 S11 S12 S29 S30,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,27,176548,8,N13 N20 G S26 N18 G S38 N16 G N04 S02 G S08 N09 G N33 N32 G S28 S31 G S22 S15 G S13 S22 G,N13 N14 N31 N30 S40 S39 S20 S06 S07 S01 S02 S03 S13,
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,22,148222,9,N03 N13 G N35 N15 G S24 N13+ G N04 S28 G N28 S26 G S09 N02 G S02 S11 G S27,,N11 N12 N13 N03 N04 N16 N17 N35 N36 S26 S27 S11
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,22,178135,8,N13 S25 G S18 N36 G N24 S13 G N38 S28 G N17 N40 G N16 S04 G S33 S14+ G N20,,N20 N39 N40 S30 S31 S14 S15 S16 S17 S18 S19 S20
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,28,179323,8,N13 S18 G S23 S20 G S05 S40 G S12 S38 G N28 S37+ G S39 S28 G S14 S30 G S21 N40 G S29 S13+ G S38,,N34 S24 S23 S22 S21 S40 S39 S38 S37 S36 S35 S34
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,30,189259,7,N09 N10 G S37 N03 G N09+ S08 G N36 S25 G N33 N34 G S32 S33 G S33+ S15 G S20 N34 G N34 S28 G N38+ S27 G,N34 N33 N15 N16 N04 N05 N01 N07 N08 N23 N24 S34,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,28,189521,8,N13 N16 G N20 S15 G N23 N11 G S21 N34 G N09 N10 G N05 N32 G N02 S09 G N01+ S27 G S38 N02 G S28,,S28 N38 N37 N18 N19 N05 N01 N02 N10 N11 N27 N28
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,19,161195,31,N31 N35 G S24 N05 G S06 N02 G N16 N04 G S03 S01 G S19 N03 G N19+,N20 N19 N05 N04 N03 N13 N14 N31 N30 S40 S21 S06 S20,
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,24,196273,7,N09 S19 G S30 N37 G N20 S03 G N07 N02 G S40 N05 G N21 S06 G N06 N07 G N06 N23+ G,,N07 N06 N21 N40 S30 S31 S14 S13 S03 S02 S01 S07
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,22,196943,72,S10 N20 G N24 S07 G N30 N28 G S21 N26 G S35 N34 G N17 S23 G S32 S37 G S34,,N34 N35 N17 N18 N19 N20 N06 N07 N08 N23 N24 S34
Parallel MCTS,Monte Carlo Beeline 4,Two,Normal,22,197048,43,S33 N01 G N28 S19 G N06 N07 G S06 S20 G S21 N21 G N32 S23 G S24 S06 G S30,,N30 N29 N12 N11 N10 N02 N01 N07 N06 N21 N40 S30
Parallel MCTS,Parallel MCTS,Two,Normal,21,206131,0,N07 N30 G S17 S14 G N34 N16 G S20 N14 G N03 N31+ G N14 S19 G N35+ S16+ G,,N16 N15 N14 N31 N30 S40 S39 S20 S19 S18 S17 S16
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,28,216435,8,N13 S21 G N35 S17 G S23 N34 G N32 N37 G S04 S37 G N26 N23 G N05 S11 G N09 N19 G N36 S24 G S25,,N25 N26 S36 S37 S38 S39 S40 S21 S22 N32 N33 N34 S24 S25
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,24,225635,66,S18 N21 G S04 S07 G S26 S20 G N03 S13 G S33 S15 G S31 S14 G N31 S15+ G N07+ S05 G,,N04 N03 N02 N01 N07 N08 N23 N22 S32 S33 S15 S16 S04
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,27,225824,47,S37 N14 G N08 N10 G N01 N27 G N38 N36 G N25 N19 G S01 S12 G N17 N04 G S14 S03 G S04 N07 G,,N22 N23 N08 N07 N06 N20 N19 N05 N04 N16 N15 N33 N32 S22
Parallel MCTS Beeline,Monte Carlo Beeline 3,Draw,Normal,27,235379,32,N34 S07 G S27 N12 G N38 N37 G N14 N15 G S25 N28 G N37 S19 G N09 S39 G S28 S09 G N13 N14 G,N25 N09 N10 N11 N12 N13 N14 N15 N33 N34 S24 S25,N38 S28 S27 S11 S10 S02 S01 S07 S06 S20 S39 S38
Parallel MCTS,Monte Carlo Tree Search,One,Normal,31,252718,48,S22 N06 G S15 N23 G N40 S28 G N25 N37 G S17 S34 G N35 N24+ G N24 S34 G S36 N24+ G S34 N19+ G N36 S34+ G S35,N22 N23 N24 S34 S35 S17 S18 S19 S20 S06 S21 S22,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,37,260213,8,N13 S19 G S27 S37 G N18 N32 G N28 S38 G S21 N28+ G S38 N28 G N28+ N27+ G S32 S24 G S39 S38 G S38+ N39 G N31 N40 G N08 N23 G N21,N21 N06 N07 N01 N02 N10 N11 N12 N29 N30 S40 S21,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,31,266947,29,S40 N34 G N29 N15 G N01 N31 G S29 N32 G N33 S22 G N32 S32 G S22 S33 G N32 S34 G S22+ N32 G S33 N34 G N23,N34 N33 N15 N16 N04 N05 N01 N07 N08 N23 N24 S34,
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,40,323721,56,S30 N38 G S37 N05 G S04 S14 G S40 N31 G N07 N06 G N23 S22 G S08 N15 G N13 N21 G S13 N15+ G N13 N12 G S29 S12 G N13+ N12 G S31 S14 G N12,,N14 N13 N12 N29 N28 S38 S37 S18 S17 S16 S15 S14
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,43,333531,62,S15 S05 G N34 S20 G S25 S38 G S27 S18 G N15 S07 G N30 N29 G S21 S06 G N05 N19 G N20 N40 G N21 S21 G N07 N30 G N31 N10 G N33 S23 G N07 N22 G N14,N14 N13 N12 N11 N10 N09 N25 N24 S34 S33 S15 S14,
Parallel MCTS,Parallel MCTS,One,Normal,19,120156,35,N35 N31 G S09 S22 G S19 S06 G S32 S11 G S02 S04 G S10+ S11+ G S02+,N18 N37 N36 S26 S27 S11 S10 S02 S01 S05 S19 S18,
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,21,130473,33,S24 N34 G N39 N30 G S28 N34+ G S21 S22 G S09 S32 G S21+ S15 G S22 N18 G,,N33 N34 N35 N17 N18 N19 N20 N06 N21 N22 S32 S33
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,22,130678,9,N03 N30 G N09 S26 G N28 N18 G S37 N33 G S22 N06 G N15 N27+ G N15 N17+ G N26,,N18 N19 N20 N06 N07 N08 N09 N25 N26 S36 S37 S18
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,21,137694,69,S01 N06 G N15 N14 G N19 N03 G N32 N01 G N30 N07+ G N01 N15 G N15 N35 G,,N22 N21 N06 N07 N01 N02 N03 N04 N16 N17 N35 N34 N33 N32 S22
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,22,138357,69,S01 N26 G N03 N33 G S33 N18 G S04 N05 G S13 N16 G S23 N36 G N04 N37+ G N04,,N37 N18 N17 N16 N04 N03 N13 N12 N11 N27 N26 S36 S37
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,22,139071,55,S25 N04 G N38 N29 G S14 S40 G N31 N15 G N13 N16+ G S02 N15 G S10+ N13 G N13,,S40 N30 N31 N14 N13 N03 N04 N05 N19 N20 N39 N40
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,22,146447,64,S19 S33 G N12 S11 G N38 S01 G N09 S04 G S13 S14 G S03 N10 G N10 S02+ G N26,,N14 N13 N12 N11 N27 N26 N25 N24 S34 S33 S15 S14
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,24,148385,70,S06 N31 G S10 S30 G S17 S33 G S14 S08 G N34 S24 G N24 S25 G N26 N10 G N09 N34 G,,N10 N09 N25 N24 S34 S33 S15 S14 S13 S03 S02 S10
Monte Carlo Tree Search,Parallel MCTS,One,Normal,24,148762,55,S25 S28 G S05 S12 G S32 S10 G N27 S11 G S11+ S14 G N03 S13+ G S29 S14 G S14+ N40 G,N23 N22 N21 N40 S30 S29 S12 S11 S10 S09 S08 S23,
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,24,157008,22,N21 N03 G S34 N25 G S27 S40 G S19 S20 G N31 N38 G S29 S28+ G N28 N24 G S28 S30+ G,N26 N25 N09 N08 N07 N06 N21 N40 S30 S29 S12 S11 S27 S26,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,24,157176,55,S25 N40 G N04 S31 G N29 N30 G S33 N15 G N14 S13 G N13 N11 G N13 S04 G S28 N31 G,N10 N11 N12 N13 N14 N15 N33 N34 S24 S25 S09 S10,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,24,157220,41,N24 S15 G S39 S19 G N39 S35 G S26 S37 G S11 S10 G N27 N26 G S11+ S36 G S27 S36 G,N19 N20 N06 N21 N22 N23 N24 N25 N26 S36 S37 S18 S19,
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,25,157732,72,S10 N16 G S08 N05 G N37 S27 G S18 S25 G S35 N36 G S04 N36 G S15 S26 G S17 N04 G S26,N02 N01 N05 N19 N18 N37 N36 S26 S25 S09 S10 S02,
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,25,158758,27,N27 N26 G S40 S37 G N04 N26+ G S03 N29 G S33 N13 G N19 N31 G S16 N30 G S29 N39 G N30,S32 S33 S15 S16 S17 S18 S37 S38 N28 N29 N30 N31 N32,
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,27,176673,9,N03 S29 G S22 S06 G N30 N12 G N24 N31 G S32 N15 G N13 N14+ G N22 N15+ G S35 N14 G S15 N14 G,,N34 N33 N15 N14 N13 N12 N11 N27 N26 S36 S35 S34
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,27,176768,69,S01 S20 G S22 S36 G S24 N17 G S04 S05+ G N15 N33 G S19 N15+ G S15 S13 G N03 S03+ G N05 N34 G,N26 S36 S35 S17 S16 S04 S03 S02 S10 S09 S25 S26,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,28,177425,69,S01 S06 G S09 S08 G N31 N32 G N32+ S26 G S18 N35 G N19 N16 G N34 S36 G N34 N36 G S09 N34+ G S37,,N35 N34 N33 N32 S22 S21 S40 S39 S38 S37 S36 S35
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,28,177677,38,N37 N38 G N01 N07 G N08 N01+ G N20 S12 G S30 S10 G S11 S27 G S27 N28 G N12 N11 G N13 S04 G N13,,N38 N39 N20 N19 N05 N04 N03 N13 N12 N29 N28 S38
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,28,178191,19,N18 S07 G S30 N30 G N21 N20 G S35 S28 G N15 N14 G S21 N23 G N32 N34 G N31 S24 G S03 N31 G N25,,N25 N26 S36 S37 S18 S19 S05 S01 S07 S08 S09 S25
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,37,210827,9,N03 N26 G S21 S40 G S37 N14 G S02 N13+ G S13 N19 G N28 S38+ G S04 S16 G N29 N06 G N29 S30 G S05 S16 G N13+ S35 G S06 S31 G S05,N13 N12 N29 N30 S40 S39 S20 S19 S05 S04 S03 S13,
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,33,215871,37,S28 S25 G N19 N17 G S17 S14 G N36 N37 G S02 S10 G N14 S12 G S02 S05 G S13 S03 G N04 S13+ G S03 N02 G N02 S04 G,,N07 N06 N21 N22 S32 S31 S14 S13 S03 S04 S05 S01 S07
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,34,216081,7,N09 N02 G N28 S18 G S08 S35 G S37 N18 G S37 S06 G S01 S31 G S12 N21 G S01+ S40 G S20 N32 G N22 S16 G N38+ N10+ G S21,,N01 N02 N03 N13 N14 N31 N32 S22 S21 S06 S07 S01
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,36,229666,53,N36 S08 G S29 S30 G N28 N29 G S35 S22 G S02 S40 G N16 N11 G N24 N09 G N33 N02 G S10 N05 G N34 N26 G N25 N24 G S01 N28 G,N38 N39 N40 N21 N22 N23 N24 N25 N26 N27 N28 S38,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,37,235674,9,N03 S37 G S21 S39 G N37 N18 G S01 S23 G N31 N07 G N25 N08 G N08+ S25 G S09 S08+ G S09 N09 G N09 S09 G S27 S26 G N35 N40 G S26,N29 N30 N31 N32 S22 S23 S24 S25 S26 S27 S28 S29,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,46,294526,69,S01 S26 G S06 S23 G N35 N34 G N23 S28 G S35 S17 G S12 S31 G S34 S13 G S15 N14 G S14 N36 G S32 N32 G S33 N40 G S23 N27 G S17 N12 G N37 S22 G S22 S33 G S17,,N06 N21 N22 S32 S33 S15 S16 S17 S18 S19 S20 S06
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,19,119531,4,N10 N15 G N39 S30 G N22 S12 G N30 S03 G S39 N28 G N19 S14 G S13,N02 N10 N09 N08 N23 N22 S32 S31 S14 S13 S03 S02,
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,19,123449,64,S19 S11 G N31 S09 G N36 S24 G S25 S26 G S25 S07 G N08 S02 G S10,N37 N36 S26 S25 S09 S10 S02 S01 S05 S19 S18 S37,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,21,131782,11,N12 N13 G S21 N04 G S16 N10 G S37 N08 G S34 N01 G N20 N05+ G N01 S07 G,N16 N04 N05 N01 N07 N08 N23 N24 S34 S35 S17 S16,
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,22,139038,10,N14 N20 G N25 N07 G S08 N02 G S13 N05 G S04 S01 G S33 N21 G N05 S33+ G S11,,N11 N10 N09 N25 N24 S34 S33 S15 S14 S13 S12 S11
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,22,139341,17,N05 N08 G N39 N06 G S22 S06 G N22 S08 G S02 S10 G S11 S31 G N21 S15 G N21,,N10 N09 N08 N23 N22 N21 N40 N39 N38 S28 S27 S11 S10
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,24,154599,12,N16 N24 G S29 S30 G N20 S14 G S27 S33 G S22 S21 G S34+ S33 G S30 S15+ G S31 S21 G,,N26 S36 S35 S17 S16 S15 S14 S13 S12 S11 S27 S26
Parallel MCTS,Monte Carlo Tree Search,One,Normal,24,157228,51,S21 S22 G N02 N33 G S05 N30 G S24 S22 G N14 S16 G N37 S13 G N19 S14 G N40 N13 G,N13 N14 N15 N33 N32 S22 S21 S06 S07 S01 S02 S03 S13,
