Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,18,195684,64,S19 S27 G S22 S33 G S16 N40 G S08 S01 G S36 N31 G N11 S04+ G,,N21 N40 S30 S29 S12 S11 S10 S09 S08 S23 S22 S21
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,25,180247,12,N16 N30 G N09 S21 G N28 S23 G N13 N32 G S31 S39 G N20 S19 G S40 S28 G S20 N39 G S20,N05 N04 N16 N15 N33 N32 S22 S21 S06 S20 S19 S05,
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,18,202170,13,N04 N16 G N39 S32 G S15 S02 G N30 S20 G N32 N18 G S27 S04 G,,S40 N30 N31 N14 N15 N16 N17 N18 N37 N38 N39 N40
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,31,210183,36,N38 S01 G S31 N31 G S13 N15 G N02 N10 G S23 N29 G S18 N04 G S15 N24 G N40 S35 G N13 N26 G N14 N29 G N29,N29 N30 S40 S21 S22 S23 S24 S25 S26 S27 S28 S29,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,30,214611,70,S06 S10 G S15 S03 G N15 S05 G N36 S17 G S02 S01 G N32 N31 G S16 S19 G S37 N19 G S29 N20 G S18 S19 G,N19 N05 N04 N16 N15 N14 N31 N30 S40 S39 S20 S19,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,22,148875,1,N01 N37 G N22 N24 G S22 S16 G S14 S31 G S35 S17 G N14 N15 G S29 S32 G S33,,N17 N18 N37 N38 N39 N40 N21 N22 S32 S33 S15 S16 S17
Monte Carlo Tree Search,Parallel MCTS,One,Normal,19,220415,28,N30 S23 G S36 S05 G N03 S06 G S15 S39 G S31 S20 G N20 S39+ G S19+,N04 N03 N13 N14 N31 N30 S40 S39 S20 S19 S05 S04,
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,22,157405,53,N36 S26 G N40 S28 G S03 S12 G S22 S23 G N12 S07 G N27 S10 G N09 S11+ G S08,,N06 N21 N40 S30 S29 S12 S11 S27 S26 S25 S09 S08 S07 S06
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,33,234983,69,S01 S06 G S25 S23 G N31 N02 G S10 N21 G N36 S07 G N29 N11 G S28 S26+ G N27 N28 G N28 N17 G N36 N24 G S36 N25 G,,N08 N09 N10 N02 N03 N04 N16 N17 N35 N36 S26 S25 S09 S08
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,25,237645,23,N23 S06 G N27 S10 G S15 S25 G N36 S08 G S39 S07+ G N19 S23 G S09 S13 G S13+ S09+ G S03,N08 N23 N22 S32 S33 S15 S16 S04 S03 S02 S10 S09 S08,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,30,208491,4,N10 N18 G N31 S39 G N20 N01 G S01 N22 G S08 N28 G S27 S11 G S38+ N28 G N30 S11+ G S30 N38 G N28 S06+ G,N08 N23 N22 S32 S31 S30 S29 S12 S11 S10 S09 S08,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,33,220345,8,N13 N06 G N15 N17 G N01 N36 G S18 S06 G N32 S01 G N30 N38 G N31 N37+ G S08 S09 G N37 S24 G S07 N09+ G N09+ S29 G,,N23 N22 S32 S31 S30 S29 S28 S27 S26 S25 S24 S23
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,27,272112,4,N10 N04 G N02 N31 G S10 N13 G N40 N39 G S23 S22 G N23 S19 G S37 S07 G N07 S08+ G S01+ S34 G,N11 N27 N26 S36 S37 S18 S19 S05 S01 S02 S10 S11,
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,22,267176,66,S18 N21 G S14 S08 G N36 S01 G S06 S03 G N01 S10 G S11 S07 G N38 S07 G S29,,N06 N21 N40 S30 S29 S12 S11 S10 S02 S01 S07 S06
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,22,212218,72,S10 N22 G N33 S36 G N16 N36 G N38 N34 G N34 S24 G N11 S25 G N09 S24+ G N34,,N22 N21 N40 N39 N38 N37 N36 N35 N34 S24 S23 S22
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,24,289955,21,S32 S24 G N22 N30 G N26 N03 G S34 S09 G S17 N11 G S07 N28 G S01 N09 G S37 N16 G,S32 S31 S14 S15 S16 S17 S35 S36 N26 N27 N28 N29 N30 N31 N32,
Parallel MCTS,Parallel MCTS,Two,Normal,24,299671,38,N37 N25 G N22 N39 G N24 N30 G N13 S33 G S21 S31 G S39 S36 G S32 S05 G S32 N28 G,,N14 N13 N12 N11 N10 N09 N08 N23 N22 S32 S31 S14
Parallel MCTS,Parallel MCTS Beeline,Two,Normal,22,226035,74,S09 S07 G S11 N40 G S02 S01 G N14 S04 G N05 S02 G S22 S14 G S10 N32 G S03,,N13 N14 N31 N32 S22 S21 S06 S07 S01 S02 S03 S13
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,27,279759,42,S35 N11 G N22 N13 G S28 S12 G S30 N08 G S01 S09 G N01 N07 G S23 S07 G S06 N01 G N09 N23 G,N01 N07 N08 N09 N25 N24 S34 S35 S17 S16 S04 S05 S01,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,33,280157,24,N26 S33 G S34 N22 G S14 S29 G N10 N18 G N08 S08 G N30 S22 G S10 N20 G S06 S21 G N01 S26 G S23 S09 G N34 N19 G,N09 N08 N23 N22 S32 S31 S14 S13 S03 S02 S10 S09,
